condition 1,condition 2,condition 3,condition 4,condition 5,condition 6,condition 7,condition 8,condition 9,condition 10,condition 11,condition 12,condition 13,condition 14,condition 15,condition 16,condition 17,n_s,ksV,ksD,k2I,k2M,kn2M,kBM,knBM,k13I,k13IV,k13ID,k3A_c,k3I_c,k3I_n,k13_c,kn13_c,k13_n,kn13_n,k1in,k1out,k3inA,k3outA,k3inI,k3outI,s,Rtg2_ina_c,Rtg2_act_c,Mks,Rtg2Mks_c,Bmh,BmhMks,Rtg13_a_c,Rtg13_i_c,Rtg3_i_c,Rtg3_a_c,Rtg3_a_n,Rtg3_i_n,Rtg1_c,Rtg1_n,Rtg13_a_n,Rtg13_i_n
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.672453857459798,0.9652060600816972,4.947912367971165,1604.1502827169095,0.0425425549342265,0.0589555713427486,2.412620893447476,0.0922930466975466,2484.2634221986104,25.13534590431395,30.703051697232446,0.0124795192787992,1.4869621407220823,233.8066917491108,220.91514234006863,461.0270088897297,0.595848762435901,3.196651589365529,5967.990311992441,1.024908423419303,0.0489903745554177,0.0379574224269743,0.1233084932807189,0.0,651.6543766184084,0.0,1.1199176868144685,0.0,9733.62319746219,266.3768025378189,1.18585893794637,89.02103469947463,88.18340730395539,15.34690789209646,10.24066500849755,150.6359834568893,0.8232670611330496,0.0004409688897597,3.494028469936453,51.39572621951706
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,393.5553857559436,0.0158634601846791,0.0799182012663402,3536.5209375467925,0.0516926494809493,12.182141413556865,176.09815455720738,0.038084794689774,18.1446786917539,1089.8749828473494,0.0900912401633519,0.3534254392881347,0.0103035298043543,2143.0041834481085,283.33098428450273,2475.3285585943986,35.22621261877339,0.0970837138540882,1.094658408463809,1.3757753764453473,0.0379224276916941,0.524908227219872,284.2623727778297,0.0,651.6543766184084,0.0,0.3967005729557059,0.0,9732.89998034832,267.10001965167794,2.589857289268375,81.4656892429826,135.01239786822012,4.348591077394196,124.05527725789976,0.2538054015355527,0.079743668009447,0.0070723547793725,61.65185987677328,0.1261338928684958
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.7602878540404402,0.4124013953223189,0.0265954579360612,8.632839458312256,0.1755863247637975,0.0968317567485518,7959.43987251791,0.0491334436195148,406.02873234007376,0.0277940406493426,18.4035684153549,0.7720626964159543,0.0131608355305773,287.8988057636324,67.174138237198,13.615470718328242,0.0310579685087781,16.992281301309244,1351.592282480976,16.947714006862643,5.872964019071757,0.0237459637766381,3.4955471001586367,0.0,651.6543766184084,0.0,238.5585124583588,0.0,9971.06179223372,28.9382077662744,3.299947470707816,55.859267260071,74.87453239804843,48.40831463906911,139.38037207355072,1.0334090721091935,0.1119649229829933,0.0014076283630819,86.0100640148763,0.637705059815764
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.838326689808935,3.023804797408288,0.1412572359544771,391.1488664806309,0.0161708586996484,0.0115512201389173,96.81958071137744,0.7007973965687551,2059.512954262134,0.0166915680429123,28.450062027665844,0.1481982290127941,0.2951175039925935,41.26706877715248,4405.068043549261,40.47129449069191,1269.9637384180564,161.8562334474132,238.82165578569015,1.0348977732980291,0.0400149908671708,0.2770188947547528,132.7357203753293,0.0,651.6543766184084,0.0,122.94064603863828,0.0,9855.443925814,144.5560741859951,3.2291872339700247,62.21888279849777,234.49664183625347,18.306154384167694,56.52988699238357,0.6150790417432265,27.635286443122027,18.72922018051625,33.7406610915887,0.3671186092082998
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.6082495506442938,0.1014837792631072,0.0297185461023011,884.4335670346678,5.0223927449730565,1.0646836856467865,7192.410753616355,1.5356092875792278,2781.9618601976244,122.51780597362404,7.372954325548963,2.1396747742252944,0.054475660619834,2.542545934064284,428.1327796790485,7.121869406876842,1.3709454039553028,0.0956620813933832,13.180984271259742,0.2162872481865,0.0313410058890489,5.883332464361126,59.23950563289815,0.0,651.6543766184084,0.0,108.87979170796424,0.0,9841.383071483337,158.6169285166692,0.848259317585871,34.12655917779892,188.18080734293892,24.034825395616327,60.57585811863624,18.744757440143143,27.75158352568733,0.2014091401726551,63.38004976576116,19.612495429747764
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,54.88364946384458,0.0142741393512939,60.65465818578704,5.259664680166214,0.4343886199656789,0.6631873275082782,278.0674462354692,0.0698584048427042,6671.809657752114,50.00640728326606,37.20725900109018,331.08372544154395,4059.923914026403,708.6652249040369,4413.1775141858925,1.7903963961100755,0.1230737760684591,0.0391701331812394,2.440598231547197,91.97288054777655,0.3097464475961748,0.0103959647424223,2.1728062503713845,0.0,651.6543766184084,0.0,11.036154657092144,0.0,9743.539434432463,256.46056556754127,0.6126141189323026,56.71255006306799,128.0432487888136,3.176386521958812,0.0719518733617892,135.05588194816278,2.720550272976914,0.0436632018423239,0.0457026471402314,85.7852760251137
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0309909664504451,0.094908108344963,0.2332908779777816,946.9888820039552,0.0712355264978561,3.777877965493241,1085.245724092279,0.2988042761413847,1316.959131330182,31.779587575958256,8.763717075754963,0.0460898321012026,1.2637403225820822,139.74159280522872,3998.302464553133,10.120741252954453,1.1885952022674933,23.085881704357018,2634.2213335364004,4.0836892143410894,0.1081074783018192,125.3169213430196,1015.3386252662395,0.0,651.6543766184084,0.0,7.663179367749085,0.0,9740.166459143113,259.83354085688427,1.674885349889269,93.93244969824966,226.6028674288056,5.254123797583882,15.640357859082137,27.987647038247392,11.798341772223102,0.1033987201337612,13.770189279096543,24.641091537310864
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.406259395693535,0.0295877846423476,2.2511672563644525,334.35927626289214,0.0403250370360028,0.128926511906102,0.2148917350398507,0.4127884184806449,769.9640198532633,797.4290214449543,1.3843807444283538,0.0184896870017767,0.012776723684437,912.4705094040625,95.59055661482806,20.5330066593403,0.1605652007136428,0.0262485560007105,1.442478567730631,1289.4653396528497,12.963414800048431,2.2981228285676845,93.0909548575955,2.2347455826162542e-18,651.6543766183803,7.447369637312165e-14,0.045803110096466,2.828371677661281e-11,9732.549082885487,267.45091711451033,0.6235792102313914,98.85541607771133,88.89227858755743,1.7195113225525305,170.87064779503646,2.217922698010396,0.1150119148873429,0.0020928540520581,45.730666465399175,0.5935898555772982
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,113.46257175088256,2.199205862390215,27.18886063122328,1256.350467764897,31.67299546254281,0.0527135673224746,5.962908876872184,0.4452987840323731,9037.90736348388,2774.411860609038,0.8063241145450502,0.2147061085218678,0.3630746186389363,283.2355063870935,724.3251961121659,85.98986448547491,2.7050794696870177,4.397503471252959,50.71115388335612,28.17382040701446,2.000914840699116,0.0353886258230657,4861.13383808467,0.0,651.6543766184084,0.0,3.072384396904901,0.0,9735.57566417227,264.42433582772844,0.2471402123133235,101.2153282831432,248.32482759656077,1.268411923738031,15.116809189317124,0.0029368465484634,1.0395814062545723,0.0901485186242597,43.31974191139761,0.0084160250319847
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,10.510547441078524,0.0331759474222337,0.03492865784888,5779.226661910603,0.0145943569168762,48.489385801361855,22.73073841005921,0.0293256265164336,97.558409837705,12.191823099954965,0.7354221237020204,0.7593508533228269,0.0543437215714693,830.3425337239381,166.59193217943636,712.7640419076542,0.9841789641598624,0.1385780663678154,16.624039688003005,10.184502684905546,2.400713787130799,7.9093224723994355,47.9814298773342,0.0,651.6543766184084,0.0,0.0128836604680048,0.0,9732.516163435845,267.48383656416536,1.5735047655625332,110.08593569822284,205.8972277318001,4.628877832415131,19.202327659350573,33.96212035385964,0.1064109133566641,0.0008870410190034,12.335855762945522,21.817762177008294
,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,633.7587902712041,0.0119017992223481,504.01424423919286,26.01596397804186,6.462989584338673,0.3396303242868245,1612.1048551314857,20.19458120904121,2319.0483183370206,260.4823121709081,0.1395996370578258,70.9002075490664,0.0188689983527079,339.877390550952,4261.181351211629,9097.77023258356,10.389629689700644,0.0729749133728412,962.1408682353824,277.40019442321585,0.0518245049336548,5.206711882096221,52.995701324674094,0.0,651.6543766184084,0.0,87.16769002911336,0.0,9819.67096980448,180.32903019552,0.014463563574112,74.73539459977326,133.2465402842277,0.0316519796797451,124.20187217808233,13.135403288696986,7.03167875948203,0.000533327560651,58.00388266690814,6.134403433031171
