#GeneID,a1,b1,g1,GOF1,a2,b2,g2,GOF2,s1,f1,d1,s2,f2,d2,Rs,Rf,Rd,pSize,pFreq,pDuty,p-value,mu1,cv1,mu2,cv2
YBR134W,16.6273,54.0954,1.7188,0.0396,16.435,12.8338,0.4013,0.269,0.0324,12.6789,0.2356,0.0593,6.9594,0.6098,0.8724,-0.8654,1.3723,3.34e-20,0.0,0.0,0.526,0.3932,2.8118,0.2282,4.5312
YBR135W,0.2283,2.8815,806.3157,0.00351,0.2357,3.0254,1506.6468,0.0315,300.4987,0.2103,0.0784,527.8267,0.218,0.0752,0.8127,0.052,-0.0588,0.0,8.39e-06,0.000776,0.332,55.445,2.1496,94.7997,2.2282
YBR136W,0.1899,4.8311,1162.469,1.95e-08,0.1821,5.1802,1073.5757,1.72e-10,257.9457,0.1823,0.0402,226.2578,0.1754,0.0366,-0.1891,-0.0554,-0.1364,2.54e-13,4.96e-06,3.68e-08,0.807,34.4871,3.5787,26.4155,4.2842
YBR137W,0.2486,3.0215,817.5661,0.172,0.2116,3.3878,921.4688,0.000357,285.6596,0.2287,0.0791,291.6831,0.1984,0.0623,0.0301,-0.2047,-0.3452,0.299,0.0,0.0,0.137,60.4405,1.8534,43.417,2.9233
YBR138C,0.1965,1.4711,590.3422,0.000142,0.1899,3.3933,590.5164,3.91e-09,421.7463,0.1724,0.1217,190.0095,0.1791,0.057,-1.1503,0.055,-1.0942,0.0,3.59e-06,0.0,0.006679999999999999,61.6472,2.1526,22.4543,3.8856
YBR139W,0.3404,2.5975,3069.129,0.0716,0.228,1.8978,1056.7291,0.0142,1232.0747,0.3001,0.1193,590.0751,0.2023,0.1121,-1.0621,-0.5689,-0.09,0.0,0.0,6.559999999999999e-08,2.27e-06,356.2165,1.3035,111.8868,1.7015
YBR140C,0.2509,3.5645,2130.0276,0.166,0.2465,1.3532,685.9575,0.465,630.8807,0.2337,0.0683,526.3209,0.2077,0.1571,-0.2614,-0.17,1.2016,0.0,0.0,0.0,0.688,131.4153,2.1326,106.652,1.5109
YBR141C,0.2516,5.3978,161.6661,1.17e-10,0.2201,3.6062,257.3513,2.2e-06,32.4464,0.2398,0.0476,78.2345,0.2066,0.0616,1.2697,-0.2148,0.3725,0.0,0.0,0.0,0.208,5.0917,4.6000,11.2343,3.5412
YBR142W,0.1899,2.7912,325.9785,1.9e-10,0.2396,2.8534,584.3376,0.0033299999999999996,126.6904,0.1771,0.0683,216.4119,0.2202,0.0808,0.7725,0.3141,0.2419,0.0,0.0,0.0,2.88e-05,14.7203,3.7615,37.4344,2.5274
YBR143C,0.3122,1.3623,1000.4734,0.261,0.6171,6.6438,3857.701,0.453,768.1324,0.2525,0.1916,600.2875,0.5635,0.0865,-0.3557,1.1583,-1.148,0.0,0.0,0.0,0.0022199999999999998,200.9332,1.1680,334.3289,1.0341
YBR144C,0.5192,13.6031,37.4886,6.23e-10,31.4132,574.3423,1.7482,1.0,2.9546,0.4994,0.0389,0.0032,29.623,0.0568,-9.8566,5.8904,0.5462,0.0,0.0,0.0,1.0,1.1141,7.6439,0.085,5.1423
YBR145W,0.2059,2.0966,162.7613,1.3400000000000001e-08,0.2057,2.7879,206.7256,3.23e-11,83.5177,0.1863,0.0943,80.0796,0.1908,0.0731,-0.0606,0.0343,-0.3665,0.00215,0.00983,0.0,0.999,10.8272,3.1401,10.4316,3.5335
YBR146W,0.2532,1.3212,823.8938,0.095,0.2616,3.8913,1389.9368,0.18,657.4487,0.2112,0.1654,380.8229,0.2443,0.0661,-0.7878,0.2099,-1.3233,0.0,0.0,0.0,0.43,117.7689,1.6985,80.5061,2.1008
YBR147W,0.2008,3.3854,307.6714,5.78e-08,14.7698,30.0977,0.6318,0.00747,98.482,0.1888,0.0598,0.0224,9.7172,0.3321,-12.1035,5.6855,2.4742,0.0,0.0,0.0,0.0808,12.7163,3.7489,0.1893,8.6127
YBR148W,0.3677,4.9327,45.4982,3.46e-07,0.5442,11.5493,34.192,1.71e-07,10.1209,0.3407,0.0743,3.2202,0.5186,0.0481,-1.6521,0.6058,-0.6273,0.0,0.0,0.0,0.519,2.468,3.9164,1.2928,6.1537
YBR149W,0.6156,2.4807,2147.3023,0.92,0.2567,2.4296,1445.812,0.0369,889.8459,0.492,0.2005,630.9899,0.2312,0.0995,-0.4959,-1.0896,-1.0103,0.0,0.0,0.0,3.3700000000000004e-11,431.5784,0.9645,130.0219,1.8052
YBR150C,0.2007,3.562,917.3424,0.000157,0.2252,5.8557,335.3201,2.48e-07,277.7504,0.1893,0.0566,61.1376,0.2166,0.0394,-2.1837,0.1942,-0.5237,0.0,0.0,0.0,0.000118,39.6671,3.0617,9.2002,4.2885
YBR151W,0.3655,3.5903,2789.6332,0.142,0.2657,2.6482,2058.6903,0.0483,811.4662,0.3306,0.0955,817.3134,0.2407,0.0941,0.0104,-0.458,-0.0206,0.243,0.0,0.525,0.0158,251.9312,1.4628,178.2919,1.6875
YBR152W,0.2393,3.0402,160.05,4.48e-07,0.2615,4.5727,149.8795,1.6100000000000002e-08,57.4077,0.2206,0.078,34.9054,0.2462,0.0576,-0.7178,0.1586,-0.4375,0.0,0.0,0.0,1.0,9.157,3.0921,6.3308,3.6306
YBR153W,0.2286,2.503,254.9828,0.000195,0.22,6.4248,646.0769,0.00029,109.1052,0.2083,0.0883,110.0677,0.2122,0.0357,0.0127,0.0265,-1.3057,0.629,0.0359,0.0,0.809,18.2413,2.4592,16.0306,4.1011
YBR154C,0.2492,4.7709,1007.4504,0.00141,0.4191,7.6601,1436.1971,0.339,225.5589,0.2361,0.0527,196.2582,0.3958,0.0562,-0.2008,0.7454,0.0907,2.44e-17,0.0,0.0069900000000000006,0.000195,44.776,2.5091,76.172,1.4324
YBR155W,0.2957,6.3978,113.5436,6.54e-10,0.256,1.7665,418.1093,0.00692,18.97,0.2819,0.0466,248.7047,0.2224,0.1311,3.7126,-0.3422,1.4927,0.0,0.0,0.0,2.03e-07,3.832,4.3690,51.9457,1.6294
YBR156C,0.2055,1.8914,152.3548,7.85e-10,0.2355,3.0404,149.7868,6.42e-10,87.5423,0.184,0.1047,52.6424,0.2176,0.0759,-0.7338,0.2419,-0.4633,0.0,0.0,0.0,1.0,11.1863,2.9635,7.823,3.4776
YBR157C,0.2111,3.4747,479.6081,2.84e-05,0.1884,5.9245,1570.3127,3.4e-07,148.2816,0.1981,0.0609,290.9789,0.1821,0.0334,0.9726,-0.1214,-0.8672,0.0,1.96e-20,0.0,0.999,23.053,2.8663,35.1199,4.4104
YBR158W,0.1681,2.9998,2717.5623,9.48e-05,0.1828,1.2807,2643.2873,0.0891,984.6766,0.1586,0.057,2160.1643,0.1592,0.1285,1.1334,0.0058,1.1717,0.0,0.305,0.0,0.0115,119.4078,2.7538,313.0363,1.8222
YBR159W,0.5002,3.2116,551.4463,0.292,0.3592,10.3164,2422.2249,0.0563,182.6819,0.4301,0.1409,249.062,0.346,0.0374,0.4472,-0.3139,-1.9145,0.0,0.0,0.0,0.185,75.1626,1.1725,83.147,1.6984
YBR160W,0.2667,1.5934,954.806,0.0252,0.1924,1.66,658.7802,0.000503,632.2485,0.2269,0.149,420.3127,0.1716,0.1079,-0.589,-0.403,-0.4655,0.0,0.0,0.0,0.000148,140.5081,1.3507,58.5747,2.1789
YBR161W,0.1966,2.4987,2157.4347,0.00275,0.1995,3.9528,332.1153,2.61e-12,916.2309,0.1817,0.0762,89.0713,0.1894,0.0503,-3.3627,0.0604,-0.5996,0.0,8.109999999999999e-07,0.0,1.74e-06,138.9011,2.1919,11.1368,4.1587
YBR162C,0.4706,11.955,10978.9243,0.502,0.7655,2.1297,2331.9793,0.178,955.6026,0.4523,0.0389,1124.1698,0.5613,0.266,0.2344,0.3116,2.7726,0.0,0.0,0.0,0.00128,425.603,1.4191,624.3919,0.8115
YBR162W-A,0.8934,4.7912,236.0702,0.291,1.3112,23.0521,951.3976,0.114,51.7046,0.7477,0.164,42.4069,1.239,0.0553,-0.286,0.7285,-1.57,0.0,0.0,0.0,0.0032,37.6801,0.8928,51.8002,0.7568
YBR163W,0.2181,2.137,886.7591,0.084,0.1811,1.8589,676.1531,0.000535,440.3014,0.1969,0.0965,391.4201,0.164,0.0939,-0.1698,-0.2635,-0.0394,1.24e-13,0.0,0.0195,0.0127,72.8852,2.1837,49.2128,2.7200
YBR164C,0.5002,3.1584,1029.1192,0.0479,0.3319,2.2131,673.3804,0.0626,341.1863,0.4308,0.1395,315.8381,0.2874,0.1333,-0.1114,-0.5837,-0.0657,1.04e-09,0.0,1.54e-08,0.00162,146.5033,1.0361,87.8009,1.3423
YBR165W,0.1957,1.3133,321.996,0.000166,0.2012,1.6814,256.3147,1.71e-07,262.2142,0.1692,0.1354,162.5902,0.1787,0.112,-0.6895,0.0787,-0.2734,0.0,1.1499999999999999e-08,0.0,0.314,35.0441,2.2371,23.7301,2.3400
YBR166C,0.233,1.7379,515.3989,0.0017699999999999999,0.2061,4.2107,1870.3192,0.000644,314.9138,0.2045,0.1226,473.3443,0.196,0.049,0.5879,-0.0611,-1.3227,0.0,2.61e-06,0.0,0.719,55.8271,1.8202,77.828,2.7095
YBR167C,0.2029,2.7422,290.8824,2.06e-08,0.2282,4.0141,309.938,8.7e-09,114.7439,0.188,0.073,83.1663,0.2153,0.0573,-0.4643,0.1954,-0.3487,0.0,0.0,0.0,1.0,15.3724,3.2090,13.5109,3.0690
YBR168W,0.2137,4.5585,1764.6666,8e-05,0.1948,3.4701,448.0225,1.96e-08,414.2482,0.2034,0.0478,139.3594,0.1839,0.0562,-1.5717,-0.1453,0.2331,0.0,0.0,2.2700000000000002e-24,0.0013599999999999999,72.8277,2.5472,17.4204,3.6652
YBR169C,0.3754,17.3178,42398.464,0.417,0.1748,2.8748,1719.588,8.93e-05,2567.6447,0.367,0.0219,647.9603,0.1641,0.0613,-1.9865,-1.1609,1.4862,0.0,0.0,0.0,2.6600000000000003e-16,904.8626,2.0093,74.1217,3.2969
YBR170C,0.2074,1.5528,991.8285,0.00983,0.1918,1.9662,433.8253,2.4e-05,680.12,0.1818,0.1229,234.8042,0.174,0.093,-1.5343,-0.0633,-0.4023,0.0,1.21e-06,0.0,0.00375,106.9934,1.9159,32.4966,2.5068
YBR171W,0.482,3.2817,704.2604,0.145,0.3733,1.3017,605.879,0.404,223.2401,0.4188,0.1311,479.32,0.2889,0.2253,1.1024,-0.5356,0.7806,0.0,0.0,0.0,0.234,94.942,1.0348,139.6383,1.0927
YBR172C,0.2174,1.5267,869.597,0.0123,0.2417,3.1009,2156.0818,0.202,602.76,0.1892,0.1293,735.5447,0.2235,0.0753,0.2872,0.2401,-0.7798,0.0,0.0,0.0,0.334,106.5747,1.7374,154.6916,1.9255
YBR173C,0.3663,3.795,2164.6123,0.307,0.4745,3.1997,1068.8911,0.353,600.5453,0.3327,0.0911,346.4265,0.412,0.1322,-0.7937,0.3081,0.5375,0.0,0.0,0.0,0.897,176.5363,1.6547,142.1994,1.1302
YBR174C,0.9132,6.202,7.8416,5.91e-10,29.7083,400.011,0.1238,1.0,1.3445,0.7879,0.1345,0.0003,27.5885,0.0703,-12.0402,5.13,-0.9351,0.0,0.0,0.0,0.376,0.8888,5.1920,0.0027,9.0000
YBR175W,0.2195,2.0216,453.9064,0.00396,0.2156,2.9144,663.6828,0.00063,239.4674,0.1967,0.1037,241.956,0.2001,0.0721,0.0149,0.0246,-0.5257,0.375,0.0594,0.0,0.919,41.4057,2.0220,39.1467,2.5553
YBR176W,0.2149,2.0569,603.4034,0.000183,0.1857,4.1352,1902.3182,7.67e-05,311.0737,0.1936,0.0987,498.6407,0.1772,0.046,0.6807,-0.1282,-1.1026,0.0,1.87e-23,0.0,0.557,52.2266,2.1331,64.1653,3.4107
YBR177C,0.3199,2.4194,1423.5938,0.0849,0.204,3.1854,1479.9399,0.0069900000000000006,614.7073,0.2813,0.12,503.5526,0.1909,0.0644,-0.2878,-0.5588,-0.8965,0.0,0.0,0.0,1.16e-05,168.2938,1.3308,78.0678,2.4912
YBR178W,0.4413,13.4415,59.1568,3.6999999999999996e-10,8.6983,5.7485,0.4622,0.0145,4.6833,0.4264,0.0334,0.0884,3.2528,0.5773,-5.7276,2.9314,4.1135,0.0,0.0,0.0,0.974,1.4442,7.3337,0.2474,6.5186
YBR179C,0.2199,3.1352,1547.987,0.00892,0.2288,3.4714,350.6108,4.51e-09,526.527,0.2048,0.0689,107.105,0.2139,0.0649,-2.2975,0.0627,-0.0863,0.0,4.06e-07,0.00018,0.0017699999999999999,91.1258,2.3384,18.1841,2.7440
YBR180W,0.2655,6.5107,117.7049,7.67e-13,0.3654,13.9816,92.0501,2.64e-10,19.8575,0.2543,0.0427,7.1442,0.3558,0.0273,-1.4748,0.4844,-0.6446,0.0,0.0,0.0,1.0,2.9777,6.1538,1.6781,7.9030
YBR181C,0.8144,86.5379,30381.088,0.914,3.3414,55.5936,22823.8004,0.226,362.4366,0.807,0.0095,421.6642,3.1501,0.0569,0.2184,1.9649,2.5812,0.0,0.0,0.0,1.94e-25,284.0783,1.1989,1294.3948,0.5681
YBR182C,0.195,3.7892,308.9272,4.03e-12,0.1517,4.8838,1790.9769,4.55e-09,90.6849,0.1845,0.0535,409.3671,0.1467,0.0332,2.1745,-0.331,-0.6892,0.0,0.0,0.0,1.0,10.657,4.2609,33.7019,5.6227
YBR182C-A,0.218,5.9483,246.6953,1.81e-09,1.3023,11.9408,7.0309,6.96e-06,45.612,0.2097,0.0384,0.6199,1.167,0.1014,-6.2013,2.4768,1.4016,0.0,0.0,0.0,0.972,5.4051,6.1732,0.6342,8.3802
YBR183W,0.2226,1.2723,559.622,0.00757,0.2207,3.3765,219.3037,2.71e-10,458.3838,0.1885,0.1526,69.6947,0.2062,0.0652,-2.7174,0.1296,-1.2273,0.0,1.2e-25,0.0,2.08e-06,82.1082,1.6521,10.2667,3.4876
YBR184W,22.6956,47.3824,0.1243,-1.0,7.5663,10.8024,0.5752,0.00464,0.0029,13.3197,0.3774,0.0612,4.3377,0.4315,4.4216,-1.6186,0.1933,0.0,0.0,4.3e-22,1.0,0.0211,7.1518,0.2268,6.8719
YBR185C,0.1976,1.9266,281.2452,7.359999999999999e-07,0.1909,7.3433,818.4475,5e-09,156.1065,0.1784,0.0975,124.2595,0.1857,0.028,-0.3292,0.0576,-1.7989,0.0,8.79e-06,0.0,0.553,21.8541,2.5627,14.4552,5.5261
YBR186W,0.2353,6.4149,191.209,1.97e-10,0.2159,4.3896,309.3732,2.89e-11,32.6373,0.2264,0.0383,75.2185,0.2053,0.0493,1.2046,-0.1408,0.3666,0.0,5.6799999999999995e-25,0.0,0.506,4.2833,6.1483,11.0141,3.7752
YBR187W,0.2696,3.6861,1214.5783,0.0135,0.4414,2.6208,1474.48,0.166,354.2094,0.2503,0.072,585.8575,0.3762,0.148,0.7259,0.5878,1.0396,0.0,0.0,0.0,2.95e-07,77.3665,1.9695,212.3771,1.1752
YBR188C,0.252,3.5934,182.3903,2.04e-05,0.2912,3.2851,70.6051,2.91e-07,54.774,0.2344,0.0697,22.9702,0.2663,0.0859,-1.2537,0.184,0.303,0.0,0.0,0.0,0.644,10.0082,2.8647,4.5473,3.1406
YBR189W,0.7009,1.8037,1008.0013,0.917,4.0388,8.8769,4733.6784,0.637,579.9287,0.5018,0.2835,549.0171,2.7735,0.3134,-0.079,2.4667,0.1444,4.07e-05,0.0,0.0,0.0,291.5953,0.7812,1480.3358,0.4069
YBR190W,67.6986,465.2534,0.5174,1.0,21.6663,117.2736,0.3719,0.987,0.0011,57.9938,0.1281,0.0032,18.0757,0.1584,1.5342,-1.6818,0.3057,0.0,0.0,8.48e-22,0.999,0.0468,5.9651,0.0431,6.4514
YBR191W,0.4983,14.6134,13030.1408,0.0281,4.362,68.9671,22480.9134,0.891,937.7602,0.4802,0.0351,335.4395,4.1016,0.0597,-1.4832,3.0944,0.7674,0.0,0.0,0.0,1.89e-24,390.6446,2.4269,1334.1365,0.4641
YBR191W-A,9.1668,8.1413,1.1149,0.04,1.6573,3.8876,11.3006,0.107,0.1596,4.2323,0.5277,3.1377,1.1424,0.3101,4.297,-1.8894,-0.7673,0.0,0.0,0.0,1.77e-14,0.5687,2.5161,3.3089,1.1729
YBR192W,0.2114,1.9731,806.8705,0.000107,0.2223,2.3346,451.886,2.86e-05,429.91,0.19,0.1006,205.1153,0.2023,0.0903,-1.0676,0.0899,-0.1556,0.0,9.29e-13,4.84e-17,0.405,75.4522,1.9248,34.0171,2.3421
YBR193C,0.236,2.0949,435.1832,0.0319,0.1933,2.1905,621.2516,0.0005,219.9195,0.2111,0.1055,301.8772,0.1768,0.085,0.457,-0.256,-0.3114,0.0,0.0,0.0,0.159,40.8613,1.9041,41.5006,2.5788
YBR194W,0.2543,8.7085,196.2918,1.34e-15,0.272,5.9095,128.5205,4.66e-08,24.7562,0.2465,0.0313,23.4241,0.2594,0.047,-0.0798,0.0734,0.5882,0.00183,1.53e-08,0.0,0.974,3.8904,5.9761,4.3434,4.2804
YBR195C,0.1844,1.9141,502.3196,2.0899999999999998e-07,0.1861,2.9586,488.3311,3.79e-06,281.2129,0.1674,0.0926,177.017,0.1745,0.0626,-0.6678,0.0593,-0.5655,0.0,8.22e-07,0.0,0.486,35.4324,2.7266,22.2913,3.4282
YBR196C,1.6149,42.655,34594.3345,0.279,1.8153,19.7604,25476.5188,0.302,836.2132,1.556,0.037,1326.2565,1.6617,0.0847,0.6654,0.0948,1.196,0.0,1.51e-11,0.0,6.609999999999999e-07,1274.0305,0.8022,2135.4647,0.7491
YBR196C-A,1.3352,7.5059,5.0739,1.11e-07,0.306,13.9007,144.8001,1.01e-10,0.7171,1.1221,0.1529,11.3337,0.299,0.0232,3.9824,-1.9081,-2.7231,0.0,0.0,0.0,1.0,0.6929,6.2028,2.0449,8.8904
YBR196C-B,0.7033,8.5981,15.0072,5.84e-09,0.3516,6.6107,62.598,3.76e-10,1.8501,0.6475,0.0784,10.1289,0.3326,0.0538,2.4528,-0.9609,-0.5429,0.0,0.0,0.0,0.87,0.9448,5.9565,2.512,4.4363
YBR197C,0.22,6.0543,396.0325,1.29e-09,0.2118,2.6747,534.3968,0.00015,72.0244,0.2114,0.0383,211.497,0.1955,0.0766,1.5541,-0.1126,1.0004,0.0,3.33e-19,0.0,0.0323,10.1656,4.4841,34.1727,2.4208
YBR198C,0.2934,2.4366,1696.4813,0.194,0.2264,1.5829,973.3016,0.0705,733.532,0.2606,0.1117,645.9373,0.1971,0.1287,-0.1835,-0.403,0.204,4.46e-18,0.0,0.0,0.0168,169.596,1.6950,116.9889,1.7362
YBR199W,0.3287,10.7568,14425.3119,0.316,0.2908,8.6425,5097.0796,0.0944,1401.9775,0.3186,0.0306,619.746,0.2805,0.0356,-1.1777,-0.1837,0.2206,0.0,0.0,6.21e-17,0.000423,434.8253,1.8361,168.4524,1.8177
YBR200W,0.2029,6.8567,4186.0878,0.0437,0.2034,2.7522,615.6926,0.000639,669.4957,0.1964,0.0324,241.239,0.1885,0.0731,-1.4726,-0.0592,1.173,0.0,9.28e-08,0.0,0.101,107.6126,3.3445,34.7683,2.7358
YBR201C-A,0.2265,2.4497,124.3544,1.44e-07,0.2483,5.9321,169.9724,4.35e-11,54.2869,0.2063,0.0889,30.7667,0.2378,0.0427,-0.8192,0.2051,-1.0598,0.0,0.0,0.0,0.997,7.7866,3.1991,4.8311,4.9609
YBR201W,0.214,1.8858,257.3167,1.29e-05,0.1705,4.6737,2069.5019,1.87e-05,144.086,0.1912,0.1062,484.6336,0.164,0.0382,1.75,-0.2212,-1.4767,0.0,0.0,0.0,0.999,22.8359,2.2641,54.5448,4.0768
YBR202W,0.1813,3.8885,589.7865,1.21e-13,0.2009,1.7328,460.1898,0.00243,165.6546,0.1727,0.0479,280.8751,0.1793,0.1081,0.7618,0.0545,1.1747,0.0,2.7e-06,0.0,0.0101,19.0627,3.9536,43.2016,2.2058
YBR203W,0.1838,1.6233,580.9427,0.000758,0.2017,6.8545,591.8735,4.1999999999999996e-09,381.3643,0.1643,0.1064,96.0856,0.1954,0.0314,-1.9888,0.2502,-1.7578,0.0,0.0,0.0,0.00474,47.897,2.4709,11.3419,5.4633
YBR204C,0.2273,1.8707,705.9657,0.00365,0.1764,3.3871,848.5691,8.65e-09,397.9297,0.2018,0.1123,269.2237,0.1672,0.0523,-0.5637,-0.2717,-1.1016,0.0,0.0,0.0,9.57e-05,71.8069,1.7966,31.1422,3.6185
YBR205W,0.2402,1.8556,886.846,0.0619,0.323,23.3511,15077.9852,0.143,503.0883,0.2118,0.118,674.8523,0.3184,0.0142,0.4238,0.5885,-3.053,0.0,0.0,0.0,0.0161,104.6353,1.5223,207.739,2.3587
YBR206W,0.8272,2.3251,7.3037,0.00118,1.4628,2.1845,4.4615,0.00243,3.4716,0.6007,0.2745,2.2372,0.8584,0.4076,-0.6339,0.515,0.5703,0.0,0.0,0.0,0.138,1.8161,1.9066,1.7538,1.4662
YBR207W,0.2777,1.7256,731.1429,0.118,0.1871,4.9063,4001.6702,0.00107,444.83,0.2379,0.1426,882.1645,0.1797,0.0392,0.9878,-0.4047,-1.8625,0.0,0.0,0.0,0.0067,102.6382,1.3781,128.1668,3.2268
YBR208C,0.1955,4.4098,938.3317,0.000114,0.1945,3.5668,1249.9846,4.65e-05,231.829,0.1866,0.0458,376.6947,0.1837,0.0555,0.7003,-0.0224,0.2765,0.0,0.00403,1.56e-25,0.401,29.6385,3.7858,55.5411,2.7681
YBR209W,0.3684,4.2142,50.832,4.16e-08,0.3078,9.3816,128.2739,2.07e-07,12.7083,0.3373,0.084,14.9077,0.2973,0.034,0.2303,-0.182,-1.3051,7.059999999999999e-17,0.0,0.0,0.128,3.4353,3.0706,2.9624,5.7401
YBR210W,0.2471,7.7804,555.8529,0.000401,0.3098,2.1243,122.1245,0.000101,76.7387,0.2389,0.0329,60.3956,0.2688,0.1321,-0.3455,0.1704,2.007,0.0,0.0,0.0,0.103,12.5416,4.4432,14.3859,1.7647
YBR211C,0.2504,4.4921,216.0133,5.4299999999999997e-08,0.2727,3.5226,120.7905,1.24e-05,51.7424,0.2363,0.0566,36.7725,0.2519,0.0761,-0.4927,0.0927,0.4279,0.0,4.83e-13,0.0,1.0,8.4856,3.7696,6.6176,3.3139
YBR212W,0.3513,1.5846,1271.7812,0.24,0.2096,5.0896,1821.9996,0.0063100000000000005,841.6658,0.2856,0.1869,386.5406,0.2007,0.0425,-1.1226,-0.5091,-2.1368,0.0,0.0,0.0,8.29e-10,238.6225,1.1985,62.4298,2.9455
YBR213W,0.3098,5.5075,59.7398,1.73e-13,0.1935,1.9203,258.7851,6.09e-07,11.7753,0.2923,0.0567,144.7521,0.1748,0.0964,3.6197,-0.7418,0.7659,0.0,0.0,0.0,0.129,2.2346,5.1783,17.5163,3.0549
YBR214W,1.0559,3.5516,3226.4147,0.48,0.2021,4.991,2162.7603,0.0031100000000000004,933.7981,0.8114,0.2307,476.3194,0.1936,0.0424,-0.9712,-2.0673,-2.4422,0.0,0.0,0.0,7.26e-26,729.8502,0.8021,67.634,3.2217
YBR215W,0.2089,2.2358,662.4028,5.98e-05,0.236,4.0755,611.8651,0.00223,317.8491,0.19,0.0902,161.8701,0.2222,0.0591,-0.9735,0.2257,-0.609,0.0,0.0,0.0,0.628,50.5254,2.3282,29.7961,2.6375
YBR216C,0.2092,2.9449,992.2087,0.009470000000000001,0.1913,4.4381,655.207,1.3e-06,357.0339,0.1947,0.0692,158.1614,0.1828,0.0441,-1.1747,-0.0911,-0.6506,0.0,8.93e-16,0.0,0.0025399999999999997,56.4692,2.5004,20.751,3.7457
YBR217W,0.2091,3.4221,566.6296,4.1e-05,0.1965,4.6975,633.0556,4.54e-05,179.3002,0.1962,0.0617,146.477,0.1881,0.0432,-0.2917,-0.0612,-0.5139,5.8899999999999995e-27,5.18e-07,0.0,0.175,25.7446,3.1667,18.7576,4.1036
YBR218C,0.2331,1.3811,782.9915,0.133,0.3971,2.7625,1585.6035,0.323,594.6612,0.1983,0.1486,596.1738,0.3458,0.1296,0.0037,0.8021,-0.1979,0.125,0.0,0.0,0.000592,113.7531,1.5214,210.1816,1.2129
YBR219C,3.3949,10.4732,1.9237,0.000111,45.6104,498.8784,0.5075,0.987,0.2003,2.4908,0.2631,0.001,41.7031,0.0833,-7.5942,4.0654,-1.6587,0.0,0.0,0.0,0.971,0.4462,7.3912,0.0316,6.3320
YBR220C,0.1956,4.8088,1799.1069,0.000133,0.1969,3.7906,2183.3108,2.06e-05,406.8202,0.1873,0.0426,620.0775,0.1866,0.0525,0.6081,-0.0054,0.3016,0.0,0.632,0.0,0.532,60.2003,3.1750,92.5089,2.5683
YBR221C,0.683,8.5511,7227.5928,0.0673,0.6998,73.7515,69680.7146,0.686,877.264,0.6314,0.0755,980.7789,0.6929,0.0096,0.1609,0.134,-2.9698,1.29e-16,4.459999999999999e-22,0.0,0.506,543.6268,1.0733,647.4844,1.1947
YBR221W-A,46.502,159.8801,1.3514,0.556,24.4321,323.3799,3.2202,0.475,0.0086,35.1135,0.2391,0.0101,22.6765,0.0704,0.2307,-0.6308,-1.7645,1.94e-13,0.0,0.0,0.878,0.2793,3.5879,0.219,3.1727
YBR222C,0.3255,2.2828,1616.7634,0.0992,0.2238,1.5347,1250.791,0.006959999999999999,741.8133,0.2836,0.1289,856.1649,0.1942,0.1314,0.2068,-0.5465,0.0272,5.9e-24,0.0,0.228,0.0208,218.2899,1.1981,160.9224,1.6424
YBR223C,0.1922,5.0406,597.2984,2.48e-08,0.2047,4.4529,294.6052,8.630000000000001e-08,129.8638,0.1847,0.0398,71.5625,0.1952,0.0469,-0.8597,0.0797,0.2387,0.0,2.45e-11,2.74e-21,0.823,15.0753,4.8073,8.2919,5.0782
YBR224W,36.3059,346.5328,2.1844,0.128,33.8847,410.2772,0.5097,0.892,0.0067,32.7579,0.0933,0.0013,31.0814,0.0788,-2.3735,-0.0758,-0.2442,0.0,8.69e-09,0.0,0.999,0.1812,5.9244,0.0297,6.3614
YBR225W,0.2156,2.1778,413.5418,4.77e-06,0.1867,4.354,457.8148,3.31e-10,202.8488,0.1952,0.0947,115.2024,0.1784,0.0446,-0.8162,-0.13,-1.0869,0.0,1.3400000000000002e-23,0.0,0.0012,32.4238,2.2772,11.1567,5.5200
YBR226C,0.3304,2.4164,51.6318,7.85e-05,0.2722,5.609,124.1815,6.18e-11,22.7384,0.2889,0.1264,23.7878,0.2587,0.0491,0.0651,-0.1593,-1.3639,0.008409999999999999,0.0,0.0,0.00599,5.2862,2.3245,4.2499,4.4007
YBR227C,0.1886,3.7282,1620.7696,3.41e-06,0.2104,5.3071,469.9382,1.15e-05,471.0183,0.179,0.0513,94.1827,0.2018,0.0402,-2.3222,0.1734,-0.3511,0.0,0.0,0.0,0.0437,69.1596,2.6644,13.3098,4.0114
YBR228W,0.1822,2.8864,667.0086,1.85e-05,0.2182,2.4342,322.3231,5.86e-06,247.6758,0.1706,0.0629,142.6773,0.1991,0.0878,-0.7957,0.223,0.4811,0.0,0.0,0.0,0.579,31.8264,2.9442,22.7305,2.5178
YBR229C,0.2,1.3517,1031.594,0.0137,0.2311,2.8522,1278.6268,0.00727,813.7749,0.1731,0.1347,480.6429,0.2129,0.079,-0.7597,0.2983,-0.7686,0.0,0.0,0.0,0.999,115.2588,2.0490,87.1465,2.1243
YBR230C,1.3249,37.0793,7112.8332,0.26,0.2604,2.4963,207.6258,6.86e-05,197.2979,1.2773,0.036,87.5901,0.2346,0.0983,-1.1715,-2.4445,1.4491,0.0,0.0,0.0,1.0500000000000002e-26,246.1081,0.8680,17.2247,2.1400
