#GeneID,a1,b1,g1,GOF1,a2,b2,g2,GOF2,s1,f1,d1,s2,f2,d2,Rs,Rf,Rd,pSize,pFreq,pDuty,p-value,mu1,cv1,mu2,cv2
ERCC-00002,2.583,23.6623,39175.7205,0.468,2.2706,32.0032,64697.1241,0.384,1700.2257,2.3286,0.0988,2082.5273,2.1195,0.0666,0.2926,-0.1358,-0.5697,0.0,2.42e-15,0.0,0.411,3852.3831,0.6141,4287.7258,0.6923
ERCC-00003,0.5827,1.7882,933.4753,0.837,0.8644,40.919,14114.2858,0.326,538.3832,0.4372,0.2485,357.0185,0.8464,0.0212,-0.5926,0.9532,-3.5496,0.0,0.0,0.0,0.384,244.8168,0.8503,292.1688,1.2953
ERCC-00004,2.6401,37.0066,11689.3537,0.792,2.0335,36.9599,17289.2057,0.873,326.8691,2.4656,0.0671,480.4559,1.9253,0.0526,0.5557,-0.3569,-0.3496,0.0,0.0,0.0,0.345,776.6287,0.5744,905.0418,0.7058
ERCC-00009,0.3429,1.8003,1577.5061,0.0814,0.2697,1.6263,2038.9261,0.0897,913.2717,0.2868,0.163,1306.96,0.2303,0.1454,0.5171,-0.3164,-0.1649,0.0,0.0,0.0,0.407,268.8058,1.0780,281.4002,1.4451
ERCC-00012,32.3159,285.549,0.4797,0.985,14.4247,593.8837,3.2498,0.988,0.0017,28.7959,0.1031,0.0051,14.0059,0.0252,1.6084,-1.0398,-2.0324,0.0,0.0,0.0,0.972,0.0335,6.2581,0.0, nan
ERCC-00014,35.8005,107.125,0.3199,1.0,33.1896,240.42,0.5786,1.0,0.0031,26.4265,0.2443,0.0024,28.6706,0.129,-0.3523,0.1176,-0.9215,5.269999999999999e-10,6.59e-20,0.0,1.0,0.0617,4.3713,0.0599,4.7702
ERCC-00016,19.1915,289.1891,0.5845,1.0,34.2641,282.4287,0.2899,1.0,0.002,17.823,0.0654,0.0011,30.4665,0.1098,-0.9582,0.7735,0.7472,0.0,0.0,0.0,1.0,0.0244,8.8882,0.017,7.7157
ERCC-00017,21.7218,190.8142,0.2494,0.986,10.3084,918.1254,173.2568,0.0,0.0015,19.4532,0.1087,0.1029,9.9255,0.0196,6.1258,-0.9708,-2.4728,0.0,0.0,0.0,0.999,0.0161,8.8882,0.0, nan
ERCC-00019,0.2161,3.0973,190.0732,2.12e-08,0.1921,5.7139,582.4589,7.8e-09,66.1099,0.2011,0.069,112.8491,0.1853,0.0355,0.7715,-0.1179,-0.9562,0.0,6.69e-18,0.0,1.0,9.3195,3.4491,12.6143,5.1787
ERCC-00022,0.2314,1.4033,345.4597,0.00514,0.219,1.9467,892.6599,0.0242,261.283,0.1974,0.1469,488.5343,0.1958,0.1059,0.9028,-0.0117,-0.4711,0.0,0.674,0.0,0.669,46.4422,1.7494,83.2825,1.9470
ERCC-00024,35.5064,196.5382,0.1936,1.0,41.6491,438.9318,0.5269,1.0,0.001,30.0015,0.1555,0.0012,38.0087,0.0869,0.2413,0.3413,-0.8391,7.05e-08,0.0,0.0,1.0,0.0148,8.8882,0.0354,6.3266
ERCC-00025,0.1847,3.5874,435.6942,3.32e-08,0.165,2.0485,611.786,3.2799999999999997e-07,132.5431,0.1751,0.0524,325.3416,0.1519,0.0794,1.2955,-0.2053,0.5975,0.0,0.0,0.0,0.877,15.3372,4.0313,31.9934,3.5072
ERCC-00028,18.6851,113.3714,0.8168,0.788,24.1285,124.9973,0.3129,1.0,0.0075,15.9616,0.1471,0.0027,19.7889,0.1811,-1.4607,0.3101,0.2995,0.0,0.0,4.96e-11,0.387,0.1095,3.4639,0.0401,6.3547
ERCC-00031,15.9991,149.5823,0.4401,-1.0,0.3199,14.5536,138.7043,1.2800000000000001e-09,0.0032,14.4032,0.0986,10.354,0.3126,0.0231,11.6628,-5.5259,-2.0929,0.0,0.0,0.0,1.0,0.0326,5.9011,2.0104,8.5301
ERCC-00033,0.3432,15.3642,107.7616,2.8800000000000003e-11,41.9645,263.0493,0.2463,1.0,7.7172,0.3349,0.0238,0.001,36.0549,0.1387,-12.9696,6.7503,2.5403,0.0,0.0,0.0,1.0,1.6343,8.8882,0.0224,9.0000
ERCC-00034,25.8241,304.8512,1.9379,0.18,0.2833,7.6434,103.7122,4.96e-11,0.0068,23.6631,0.079,14.6404,0.2725,0.0384,11.0811,-6.4402,-1.0389,0.0,0.0,0.0,1.0,0.1369,6.1632,2.4333,6.4891
ERCC-00035,0.1822,4.2647,1001.9931,7.72e-06,0.1758,1.4534,352.8221,3.98e-09,255.0609,0.1742,0.044,258.4134,0.156,0.113,0.0188,-0.1591,1.3615,0.106,0.0,0.0,0.995,29.5752,3.8018,29.7862,2.6793
ERCC-00039,25.2021,209.4884,0.268,0.986,22.1546,222.9103,0.3495,1.0,0.0013,22.2223,0.116,0.0016,19.8397,0.0985,0.3041,-0.1636,-0.2348,1.23e-05,0.0,6.71e-25,1.0,0.0161,8.8882,0.0179,9.0000
ERCC-00040,14.8852,41.1743,0.0599,1.0,13.2517,107.2525,0.0053,1.0,0.0018,10.4348,0.305,0.0001,11.6574,0.1167,-4.7611,0.1598,-1.3866,0.0,9.270000000000001e-09,0.0,0.999,0.0022,8.8882,0.0, nan
ERCC-00042,0.3139,2.664,1360.1846,0.0212,0.254,2.8468,2828.5667,0.0694,538.963,0.2798,0.1093,1054.7338,0.2324,0.0854,0.9686,-0.2677,-0.3568,0.0,0.0,0.0,0.48,141.8882,1.4138,218.7785,1.8860
ERCC-00043,0.4795,19.0321,5883.9373,0.505,0.4342,2.5458,1463.4918,0.231,322.4829,0.4675,0.0253,596.2897,0.3695,0.1489,0.8868,-0.3394,2.5559,0.0,0.0,0.0,0.332,148.1674,1.3156,211.7302,1.2799
ERCC-00044,0.1784,3.0895,485.301,1.08e-10,0.1792,3.5257,905.917,4.82e-10,170.448,0.1679,0.0586,276.6175,0.17,0.0515,0.6986,0.0182,-0.1873,0.0,0.273,3.75e-11,0.81,19.172,3.8679,34.9913,3.3346
ERCC-00046,1.9926,4.6911,1747.0224,0.964,1.963,6.8127,2817.234,0.752,382.5796,1.3951,0.2993,426.2187,1.5204,0.2258,0.1558,0.1241,-0.407,0.0,5.979999999999999e-15,0.0,0.156,516.3099,0.5563,630.0908,0.6340
ERCC-00048,41.225,283.5758,0.2699,1.0,40.8322,415.2061,0.0021,-1.0,0.0009,35.4543,0.1286,0.0,36.8934,0.0915,-7.6381,0.0574,-0.491,0.0,1.8300000000000002e-16,0.0,0.999,0.015,8.8882,0.0, nan
ERCC-00051,1.0559,3.2641,4.973,2.08e-06,0.8383,3.2491,6.9465,5.87e-08,1.6669,0.7883,0.2522,2.29,0.6511,0.2214,0.4582,-0.2759,-0.1884,0.0,0.0,2.72e-13,1.0,1.1461,2.8932,1.3063,2.7051
ERCC-00053,0.2047,3.6136,237.9689,3.3600000000000004e-09,0.203,6.5222,443.082,5.28e-07,73.3456,0.1928,0.0589,74.7689,0.1964,0.033,0.0277,0.0267,-0.8341,0.359,0.0212,0.0,1.0,8.8034,4.3141,8.4554,5.9023
ERCC-00054,51.5457,525.2704,5.4219,0.132,1.3488,7.6408,6.8256,5e-07,0.0107,46.8103,0.0894,0.9319,1.1331,0.1552,6.4475,-5.3684,0.7955,0.0,0.0,0.0,0.408,0.4826,1.7485,0.9395,4.5613
ERCC-00059,0.2562,10.9551,227.2907,1.8600000000000002e-11,0.7452,6.1852,9.6358,4.12e-12,23.0171,0.2497,0.0252,1.6476,0.6611,0.1115,-3.8043,1.4047,2.1433,0.0,0.0,0.0,0.999,3.3656,7.5794,0.9103,5.1351
ERCC-00060,0.428,3.1751,389.9542,0.237,0.5795,12.583,1311.8375,0.814,129.3551,0.3751,0.1238,109.1989,0.552,0.0479,-0.2444,0.5574,-1.3694,0.0,0.0,0.0,0.205,45.7038,1.3477,58.2955,1.3535
ERCC-00062,0.2111,3.9031,481.501,2.35e-06,0.1973,1.3402,263.7653,0.000126,131.9743,0.1996,0.0545,208.9424,0.1709,0.1337,0.6628,-0.2245,1.2951,0.0,0.0,0.0,0.913,20.5972,2.9903,28.4374,2.2085
ERCC-00069,0.5641,17.5325,39.3109,4.41e-09,27.0734,298.7728,0.5606,0.692,2.3756,0.5456,0.0329,0.0019,24.4792,0.0881,-10.3205,5.4877,1.4214,0.0,0.0,0.0,1.0,0.982,8.8882,0.033,6.9933
ERCC-00071,0.2646,4.7373,145.0139,1.14e-08,0.2357,1.9464,148.0907,2.7e-09,33.0343,0.2498,0.0563,81.0957,0.209,0.1132,1.2957,-0.2572,1.0091,0.0,0.0,0.0,0.415,5.9992,3.5991,13.1389,2.4207
ERCC-00073,9.1971,254.7161,4.3902,0.0535,27.8279,151.5639,0.193,-1.0,0.0176,8.622,0.0496,0.0013,23.3549,0.159,-3.7393,1.4376,1.6805,0.0,0.0,0.0,1.0,0.0, nan,0.018,9.0000
ERCC-00074,3.065,28.2734,29633.4901,0.466,2.2092,17.6045,29962.1222,0.539,1074.2702,2.7641,0.0981,1750.7428,1.9594,0.1121,0.7046,-0.4964,0.1912,0.0,0.0,0.0,0.273,2919.8358,0.5379,3332.4735,0.6844
ERCC-00075,48.7326,327.8554,0.783,0.964,24.5885,325.3352,1.289,1.0,0.0024,42.2624,0.1287,0.0041,22.7414,0.0746,0.7398,-0.8941,-0.7856,0.0,0.0,0.0,1.0,0.0873,4.3060,0.0854,3.8227
ERCC-00076,0.2271,1.5849,195.5334,2.76e-06,0.2509,3.2219,917.2722,0.00579,130.8341,0.1975,0.1306,303.4092,0.2319,0.076,1.2135,0.2318,-0.782,0.0,0.0,0.0,0.0151,22.1379,1.9809,60.2605,2.0832
ERCC-00077,5.5874,8.7601,1.2664,0.0103,34.4166,155.9039,0.5913,0.73,0.171,3.3461,0.3859,0.0041,28.0401,0.1778,-5.3774,3.0669,-1.1176,0.0,0.0,0.0,0.701,0.4599,6.1662,0.0936,4.0576
ERCC-00078,0.2014,2.8355,218.0922,3.08e-05,0.1909,3.259,317.5382,1.78e-08,82.8832,0.1873,0.0707,107.1415,0.1795,0.0602,0.3704,-0.0614,-0.2317,0.0,3.3100000000000004e-07,2.94e-20,1.0,10.1521,3.7733,12.7124,3.9830
ERCC-00079,0.2212,5.5366,496.9121,4.55e-09,0.1955,6.224,890.5724,3.4e-05,97.911,0.212,0.0416,156.38,0.1891,0.0329,0.6755,-0.1648,-0.341,0.0,0.0,0.0,0.842,14.7268,3.8474,19.7271,4.5566
ERCC-00081,45.7975,341.3329,0.9256,0.958,49.2488,125.401,0.3747,0.88,0.0028,39.8319,0.1307,0.003,35.0291,0.2829,0.0839,-0.1854,1.1142,0.00404,0.0,0.0,0.973,0.1033,3.5278,0.0923,4.5062
ERCC-00083,42.2845,280.0074,0.2604,-1.0,20.7172,867.6638,41.2858,2.83e-16,0.0009,36.1696,0.1289,0.0274,19.9869,0.0269,4.8692,-0.8557,-2.2619,0.0,0.0,0.0,0.999,0.0167,8.8882,0.0, nan
ERCC-00084,0.1802,8.1121,846.1647,6.18e-08,0.2124,10.3359,462.3811,6.2e-08,115.8989,0.1759,0.0238,49.8544,0.2076,0.0222,-1.2171,0.2391,-0.0998,0.0,0.0,0.00199,1.0,10.4447,7.9771,5.3025,8.7757
ERCC-00085,0.3857,15.6848,134.3377,4.2e-08,8.4371,3.126,1.0031,0.000966,9.2181,0.3762,0.0254,0.3605,2.2142,0.72,-4.6764,2.5571,4.8231,0.0,0.0,0.0,0.919,2.4352,6.6068,0.7116,1.7822
ERCC-00086,22.7622,324.5531,0.0085,-1.0,18.1459,157.8501,0.3428,1.0,0.0,21.0917,0.0684,0.0022,16.2069,0.1051,6.7372,-0.3801,0.6191,0.0,0.0,0.0,1.0,0.0, nan,0.0202,9.0000
ERCC-00092,0.2412,2.0271,614.6944,0.00755,0.2226,1.8921,1109.9728,0.0683,317.3752,0.2147,0.1099,622.8738,0.1982,0.1098,0.9728,-0.1154,-0.0007,0.0,4.84e-18,0.862,0.658,61.2875,1.8247,111.3092,1.8870
ERCC-00095,0.2697,1.7847,139.2003,0.000744,0.2501,1.2539,236.4862,0.0657,82.0182,0.2332,0.1357,196.9053,0.2071,0.1707,1.2635,-0.1715,0.3314,0.0,0.0,0.0,0.174,17.0228,1.8572,37.7881,1.5906
ERCC-00096,2.0373,4.8262,16131.187,0.13,2.0807,16.0822,47027.1272,0.298,3426.383,1.4297,0.2975,2999.7595,1.8409,0.1152,-0.1918,0.3647,-1.369,0.0,0.0,0.0,0.323,4714.7013,0.5508,5381.396,0.6553
ERCC-00097,60.0991,372.0579,0.2153,0.986,24.6988,599.0089,1.1311,0.892,0.0006,51.3838,0.1418,0.0021,23.1827,0.044,1.8291,-1.1483,-1.6865,0.0,0.0,0.0,0.999,0.016,8.8882,0.0, nan
ERCC-00098,22.7917,155.7286,1.9571,0.322,19.1608,30.2154,0.9459,0.0803,0.0121,18.9729,0.1492,0.0364,11.2629,0.4171,1.5847,-0.7524,1.4834,0.0,0.0,0.0,0.552,0.2227,2.6616,0.3584,2.1557
ERCC-00099,30.3043,303.3069,18.8851,0.0486,1.2796,14.7423,34.726,0.0626,0.0633,27.39,0.0941,2.5223,1.1728,0.0845,5.3159,-4.5456,-0.1553,0.0,0.0,1.28e-07,0.6,1.7003,0.8966,2.6693,2.6403
ERCC-00104,45.5986,429.1984,0.3265,1.0,31.8674,228.3619,0.2899,-1.0,0.0008,41.1673,0.0963,0.0014,27.427,0.1422,0.838,-0.5859,0.5626,0.0,0.0,0.0,1.0,0.0174,8.8882,0.0219,9.0000
ERCC-00108,0.5217,19.0846,16813.1114,0.609,0.5866,19.1093,16847.9154,0.115,927.4379,0.5072,0.0275,913.5245,0.5687,0.0304,-0.0218,0.1652,0.1405,0.141,0.0,3.92e-21,0.483,451.627,1.5611,502.6739,1.2906
ERCC-00109,28.803,401.8971,0.4144,1.0,46.3286,200.4744,0.0735,-1.0,0.0011,26.8186,0.0698,0.0004,37.3472,0.1888,-1.6071,0.4778,1.4354,0.0,0.0,0.0,1.0,0.0157,8.8882,0.0027,9.0000
ERCC-00111,0.3091,1.5134,675.2764,0.544,0.3644,12.4285,8018.9148,0.0374,466.826,0.2553,0.1737,677.5278,0.3532,0.0304,0.5374,0.4683,-2.5142,0.0,0.0,0.0,0.0301,115.1676,1.3337,236.9332,1.5239
ERCC-00112,0.179,2.9428,829.1193,9.15e-07,0.1656,1.3942,700.5152,2.2e-07,306.4713,0.168,0.0613,532.2829,0.1473,0.1104,0.7964,-0.1899,0.8476,0.0,0.0,0.0,0.967,38.6655,3.0789,67.0573,2.2524
ERCC-00113,1.6351,67.7151,28318.3939,0.549,1.6168,48.1077,22841.2352,0.903,430.323,1.596,0.0242,487.9319,1.5639,0.0327,0.1813,-0.0293,0.4391,0.0,0.08,0.0,0.778,667.978,0.7923,741.1132,0.8590
ERCC-00116,0.1671,3.1085,1093.9123,1.38e-10,0.1646,2.7874,1215.3037,1.58e-08,384.2001,0.158,0.055,474.6188,0.1548,0.06,0.3049,-0.0293,0.1254,1.13e-26,0.00655,3.44e-06,1.0,40.7949,3.8259,53.2622,3.2759
ERCC-00117,0.2336,11.2274,299.9776,2.78e-11,29.7471,451.8209,0.7274,0.724,29.9134,0.2284,0.0224,0.0016,27.6794,0.0654,-14.2036,6.9214,1.5453,0.0,0.0,0.0,0.999,3.6499,8.7913,0.0337,6.3421
ERCC-00120,35.3236,242.1581,1.4013,0.719,38.7642,225.3197,1.3669,0.998,0.0058,30.0479,0.1395,0.0062,32.7472,0.1456,0.1089,0.1241,0.0616,0.0128,3.85e-13,6.0499999999999994e-24,0.998,0.1667,2.6786,0.185,2.9517
ERCC-00123,39.2061,362.3529,0.5116,1.0,34.3886,346.9388,0.0,-1.0,0.0015,35.1861,0.1042,0.0,31.116,0.094,-14.6501,-0.1773,-0.1486,0.0,0.0,9.36e-10,0.972,0.0385,6.3191,0.0, nan
ERCC-00126,0.4023,12.6075,66.353,5.75e-15,0.4584,17.1873,59.5736,1.64e-13,5.6397,0.389,0.0326,3.7377,0.4462,0.0274,-0.5935,0.1981,-0.2512,0.0,3.08e-25,0.0,0.973,1.5745,7.0268,1.1656,9.0000
ERCC-00130,3.0039,48.9942,76245.4444,0.302,2.138,12.3827,37191.2299,0.434,1602.8236,2.83,0.0581,3086.313,1.8206,0.1478,0.9453,-0.6364,1.348,0.0,0.0,0.0,0.0216,4412.7828,0.5319,5488.7581,0.6311
ERCC-00131,0.2408,1.7467,341.1052,0.00109,0.2128,2.3687,775.1992,0.006529999999999999,205.4091,0.2104,0.1252,347.9178,0.1943,0.0861,0.7602,-0.1149,-0.5399,0.0,1.27e-17,0.0,0.936,39.3824,1.7707,58.9237,2.1083
ERCC-00134,4.3099,1198.8841,614.3114,1.6e-26,17.7286,139.2814,0.7744,0.987,0.3594,4.2257,0.0067,0.0062,15.6749,0.1151,-5.8604,1.8912,4.0939,0.0,0.0,0.0,1.0,0.0, nan,0.0746,6.9664
ERCC-00136,1.3097,119.5077,58668.9843,0.567,1.2606,7.8817,4529.5153,0.0225,506.007,1.2952,0.0111,592.8492,1.0849,0.1393,0.2285,-0.2556,3.6481,0.0,0.0,0.0,0.658,631.4871,0.9873,627.5371,0.7768
ERCC-00138,40.8349,229.503,0.3249,1.0,0.2267,8.8829,340.9032,6.22e-10,0.0018,34.1051,0.1418,42.2129,0.2205,0.0271,14.5455,-7.273,-2.3859,0.0,0.0,0.0,0.132,0.0, nan,5.4985,6.7854
ERCC-00143,0.3425,14.4904,110.8131,1.39e-12,0.3426,15.3715,112.2212,3.84e-12,8.3656,0.3341,0.0249,7.8285,0.3348,0.0231,-0.0957,0.0031,-0.108,0.000413,0.34,5.51e-06,0.999,1.7907,8.3677,1.6661,8.9712
ERCC-00144,0.2442,4.2196,168.7021,8.119999999999999e-08,0.2749,5.453,99.6508,1.4199999999999999e-09,42.7167,0.23,0.0581,19.5612,0.261,0.0512,-1.1268,0.1823,-0.1828,0.0,0.0,3.35e-16,0.534,7.3416,3.4882,3.5644,4.4694
ERCC-00145,0.2946,1.6634,926.2383,0.263,0.4342,2.5984,1525.8845,0.496,588.8737,0.2486,0.1561,613.2965,0.3702,0.1469,0.0586,0.5745,-0.087,7.8e-05,0.0,2.0899999999999998e-07,0.0131,136.8193,1.3962,214.1344,1.2076
ERCC-00148,1.5081,8.5232,4.4579,8.36e-08,0.6887,16.1075,24.5613,1.98e-09,0.546,1.2695,0.1556,1.63,0.6596,0.0433,1.578,-0.9446,-1.8446,0.0,0.0,0.0,0.999,0.6248,6.3379,0.8356,8.9413
ERCC-00150,33.6263,279.6002,0.2656,-1.0,0.2709,12.9446,209.2931,1.56e-13,0.001,29.89,0.1083,17.5561,0.2649,0.0221,14.1491,-6.8179,-2.2909,0.0,0.0,0.0,1.0,0.0162,8.8882,2.6373,8.9454
ERCC-00157,0.1843,6.5592,578.8774,6.32e-11,0.2008,5.6195,331.6663,1.97e-10,98.7818,0.1788,0.0301,63.6373,0.1934,0.0367,-0.6344,0.1128,0.288,0.0,4.44e-17,0.0,1.0,9.4542,6.5987,7.4541,5.5841
ERCC-00158,15.3854,244.2483,0.4317,1.0,0.1518,1311.2847,838272.7456,1.99e-26,0.0018,14.3668,0.0638,1042.7645,0.1517,0.0001,19.1194,-6.5655,-9.0026,0.0,0.0,0.0,0.999,0.0148,8.8882,0.0, nan
ERCC-00160,0.5031,17.5383,52.1135,1.02e-09,0.1938,5.409,386.4849,6.27e-12,3.2063,0.4879,0.0291,78.4188,0.1865,0.0375,4.6122,-1.3874,0.3636,0.0,0.0,0.0,1.0,1.1295,8.8554,8.3171,5.9040
ERCC-00162,0.2614,1.7372,53.8088,4.05e-08,0.212,2.5572,259.4055,1.66e-06,33.2849,0.2256,0.1374,107.9995,0.195,0.0806,1.6981,-0.2102,-0.7702,0.0,0.0,0.0,0.859,5.5512,2.5742,15.9558,2.7752
ERCC-00163,22.1189,149.3653,0.1337,1.0,0.2443,8.2924,214.7072,1.06e-11,0.0009,19.1828,0.1298,28.358,0.2368,0.0312,14.9089,-6.3401,-2.0579,0.0,0.0,0.0,0.999,0.0062,6.5971,4.188,6.1082
ERCC-00164,56.6409,823.2063,0.016,-1.0,24.0521,207.1552,0.5022,0.724,0.0,52.6487,0.0619,0.0024,21.4924,0.1048,6.357,-1.2926,0.7585,0.0,0.0,0.0,1.0,0.0, nan,0.0425,6.5002
ERCC-00165,0.1801,4.4594,671.7632,8.870000000000001e-11,0.2007,4.4423,341.7778,6.2e-12,164.0015,0.1726,0.0418,84.2574,0.1914,0.0467,-0.9608,0.1492,0.1589,0.0,0.0,5.16e-09,1.0,17.7434,4.6333,10.5556,4.2912
ERCC-00168,20.6474,547.0128,1.1652,-1.0,0.3405,15.1196,108.5727,5.38e-12,0.0024,19.8366,0.04,7.7237,0.3326,0.0234,11.6685,-5.8983,-0.774,0.0,0.0,0.0,0.999,0.0388,6.3091,1.6296,9.0000
ERCC-00170,0.2878,4.3741,72.9426,2.0199999999999998e-07,0.1982,7.1417,755.4736,2.11e-05,17.857,0.2692,0.0653,115.293,0.1924,0.0292,2.6907,-0.4849,-1.1613,0.0,0.0,0.0,0.724,3.278,4.1694,13.5072,5.6410
ERCC-00171,2.4939,40.1366,8064.6124,0.686,1.6135,22.5502,8187.2654,0.788,206.0756,2.3476,0.0589,373.0402,1.5045,0.0679,0.8562,-0.6419,0.2054,0.0,0.0,0.0,0.245,470.0825,0.6336,546.9929,0.8056
Q0045,0.3708,2.9021,51.4912,9.67e-07,0.3776,2.3396,55.9869,0.0162,18.8922,0.3272,0.1186,25.3144,0.323,0.145,0.4222,-0.0186,0.2905,0.0,0.315,0.0,0.269,5.1803,2.1239,7.1047,1.8549
Q0050,0.2402,2.0753,350.5322,0.000228,0.2888,3.7051,754.5373,0.202,179.0919,0.2139,0.1096,215.1682,0.267,0.0752,0.2648,0.32,-0.5445,0.0,0.0,0.0,0.0419,35.7903,1.8064,50.1628,1.9516
Q0055,0.2742,2.5258,123.0582,0.000119,0.2174,3.7114,474.7967,0.000116,51.411,0.2462,0.1024,136.4475,0.2049,0.058,1.4082,-0.2647,-0.8205,0.0,0.0,0.0,0.996,10.8066,2.1816,20.3578,3.1487
Q0060,0.4082,9.1393,52.0451,1.06e-06,0.6724,7.9357,14.1125,6.09e-12,6.1595,0.3894,0.0459,1.906,0.6169,0.0812,-1.6923,0.6639,0.8238,0.0,0.0,0.0,0.532,1.7445,5.5366,0.9487,5.8915
Q0065,0.2955,8.776,286.8976,0.0105,0.3005,1.9877,85.3592,6.77e-05,35.2932,0.2853,0.0347,45.3559,0.2596,0.1361,0.3619,-0.1361,1.9711,0.0,8.88e-22,0.0,0.696,7.5412,4.0058,9.5587,2.0974
Q0070,0.4674,5.6721,27.7435,1.5e-08,0.5421,3.5345,17.5369,1.6399999999999999e-07,5.2418,0.4302,0.0799,5.2436,0.4672,0.1378,0.0005,0.1193,0.7868,0.229,1.13e-11,0.0,0.47,1.7346,4.0699,2.0765,2.6979
Q0075,2.6868,4.8919,1.6262,0.00277,5.855,6.3926,0.5735,0.0032600000000000003,0.3946,1.6601,0.3812,0.1091,2.9533,0.4948,-1.8544,0.8311,0.3763,0.0,0.0,0.0,0.694,0.5592,4.4949,0.2634,7.2455
Q0085,36.7473,234.5896,0.6019,0.541,20.4927,92.6687,0.6778,1.0,0.0028,31.4515,0.1426,0.0087,16.5751,0.1969,1.6409,-0.9241,0.466,0.0,0.0,0.0,1.0,0.0665,8.8882,0.1166,5.2446
Q0105,24.0494,194.0409,0.4308,0.713,17.8799,47.1493,0.3192,0.987,0.0023,21.2989,0.1124,0.0078,11.6457,0.316,1.7291,-0.871,1.4906,0.0,0.0,0.0,1.0,0.0326,8.8882,0.0698,6.4244
Q0110,0.3415,6.3314,62.9189,9.89e-09,0.5744,3.2073,11.4055,6.68e-05,10.7284,0.323,0.0547,3.7473,0.4828,0.1585,-1.5175,0.58,1.5349,0.0,0.0,0.0,0.967,2.4471,4.6811,1.5244,2.9204
Q0115,10.8946,15.8407,0.5743,0.004229999999999999,0.9459,3.8174,5.9044,2.01e-07,0.0396,6.3501,0.4041,1.6528,0.7472,0.2093,5.3841,-3.0872,-0.9492,0.0,0.0,0.0,0.275,0.2135,4.9287,1.0989,3.2517
Q0120,0.4204,6.3832,41.3157,3.13e-07,0.2609,5.624,154.6838,5.75e-10,6.8242,0.3933,0.0642,29.8625,0.2485,0.0475,2.1296,-0.6623,-0.4362,0.0,0.0,0.0,1.0,2.0902,4.1869,4.6667,4.8870
Q0130,7.8207,14.5106,0.9919,0.0318,0.6659,4.5162,11.7836,3.64e-05,0.1143,4.8499,0.4067,2.7484,0.578,0.1322,4.588,-3.0689,-1.6216,0.0,0.0,0.0,0.471,0.3674,5.1246,1.3396,3.5773
Q0140,23.0541,190.0966,0.6995,0.985,13.1358,20.2375,0.5839,0.0026899999999999997,0.0038,20.5267,0.1088,0.0321,7.7734,0.407,3.0969,-1.4009,1.903,0.0,0.0,0.0,0.975,0.0636,7.2043,0.2216,5.0566
Q0160,0.3187,4.115,50.5951,6.85e-09,0.1892,5.6613,672.5461,1.75e-08,13.1759,0.2949,0.0755,127.8247,0.1826,0.0345,3.2782,-0.6913,-1.1295,0.0,0.0,0.0,0.972,2.8179,3.7614,14.4416,5.2272
Q0250,26.5132,325.4614,0.1235,1.0,3.5175,5.2271,1.183,3.45e-06,0.0004,24.4452,0.0764,0.2637,2.0298,0.4224,9.4133,-3.5902,2.4667,0.0,0.0,0.0,0.999,0.0022,8.8882,0.4623,5.7687
Q0255,29.2953,359.0071,0.2561,1.0,50.0475,373.3109,0.7591,0.988,0.0005,26.2117,0.0768,0.002,43.9275,0.1204,1.894,0.7449,0.6495,0.0,0.0,0.0,1.0,0.0, nan,0.0768,7.4939
Q0275,7.1889,709.7404,251.2466,0.0,32.2703,412.4029,0.4483,0.988,0.1838,7.0572,0.0149,0.0011,29.8174,0.0766,-7.3276,2.079,2.3587,0.0,0.0,0.0,1.0,0.0, nan,0.0221,9.0000
YAL001C,0.2105,2.548,2320.0598,0.000354,0.2021,2.1178,739.1532,6.39e-06,972.0408,0.1939,0.0799,372.5457,0.1838,0.0915,-1.3836,-0.0771,0.1947,0.0,5.6799999999999994e-11,1.13e-18,0.0173,140.4363,2.5995,60.1104,2.1974
YAL002W,0.2085,1.668,1017.7422,0.133,0.1644,4.566,1721.4217,3.2799999999999996e-08,641.4219,0.1846,0.1149,411.8025,0.1583,0.0374,-0.6393,-0.2218,-1.6171,0.0,0.0,0.0,1.7e-05,98.6327,2.1468,41.5021,4.4691
YAL003W,0.7624,42.0486,21556.1595,0.0588,3.9414,6.8875,2958.2171,0.957,532.5623,0.7481,0.0182,438.8602,2.5015,0.3647,-0.2792,1.7415,4.3234,0.0,0.0,0.0,2.2200000000000003e-24,373.7166,1.9866,1074.4819,0.3821
YAL005C,2.9713,23.8327,40067.6744,0.921,1.0755,9.4997,16886.2355,0.496,1721.7708,2.64,0.1113,1841.0319,0.9646,0.1028,0.0966,-1.4526,-0.1151,2.17e-07,0.0,0.0,7.46e-16,4443.409,0.5746,1746.0363,0.8008
YAL007C,0.2653,1.7596,777.4929,0.34,0.3886,3.0135,1483.4658,0.159,462.6284,0.2296,0.1348,522.7062,0.3427,0.1189,0.1761,0.5775,-0.1814,4.79e-13,0.0,1.43e-24,0.00835,100.7841,1.5392,156.9333,1.5270
YAL008W,0.3173,1.9653,402.1774,0.105,0.1904,1.2584,319.2272,3.27e-05,214.7786,0.2718,0.1429,269.6517,0.1643,0.137,0.3282,-0.7265,-0.0607,0.0,0.0,0.000145,4.46e-05,55.7859,1.3731,36.3974,2.1624
