#GeneID	a1	b1	g1	GOF1	a2	b2	g2	GOF2	s1	f1	d1	s2	f2	d2	Rs	Rf	Rd	pSize	pFreq	pDuty	p-value	mu1	cv1	mu2	cv2

YLR130C	0.1871	2.7811	1036.7308	1.0300e-04	0.2176	1.3922	425.3597	9.0000e-04	395.1030	0.1747	0.0659	321.9142	0.1872	0.1397	-0.2956	0.0996	1.0830	0.0000e+00	9.3100e-17	0.0000e+00	1.8700e-01	57.1295	2.4952	54.2853	1.7891
YLR131C	0.1933	1.6394	1180.9729	2.8300e-01	0.1661	5.8206	2856.8286	7.0600e-07	769.7792	0.1719	0.1105	543.2530	0.1610	0.0306	-0.5028	-0.0942	-1.8533	0.0000e+00	1.8100e-14	0.0000e+00	4.4900e-03	104.2415	2.2656	55.7785	5.1562
YLR132C	0.2092	2.6999	488.9842	2.1100e-04	0.1793	1.6292	395.2201	2.6100e-09	194.1632	0.1933	0.0758	260.6931	0.1606	0.1043	0.4251	-0.2677	0.4609	0.0000e+00	0.0000e+00	0.0000e+00	6.3800e-01	30.0226	2.5218	29.3198	2.8081
YLR133W	0.2202	2.9819	1616.0029	1.5200e-02	0.1916	2.3850	733.9031	1.5800e-04	579.1344	0.2042	0.0724	331.2946	0.1763	0.0793	-0.8058	-0.2117	0.1323	0.0000e+00	0.0000e+00	1.7900e-08	1.5700e-02	108.3686	1.9013	46.6691	2.6695
YLR134W	0.1966	3.3728	683.9251	3.8900e-04	0.2002	3.4581	286.4128	2.8800e-11	218.2926	0.1851	0.0586	90.9640	0.1883	0.0594	-1.2629	0.0247	0.0203	0.0000e+00	3.9700e-02	8.0600e-01	6.5100e-02	30.5444	3.0093	10.5374	4.3051
YLR135W	0.1941	5.3054	558.5311	2.8400e-06	0.2037	2.4241	309.0209	3.0600e-05	113.8821	0.1869	0.0379	137.8162	0.1870	0.0826	0.2752	0.0009	1.1247	6.5800e-25	7.2200e-01	0.0000e+00	8.9400e-01	13.4775	4.9943	19.8478	2.7949
YLR136C	0.7484	11.2128	3053.8571	1.9600e-01	0.1924	2.4517	1098.1054	7.4800e-03	283.0604	0.7002	0.0643	477.2971	0.1777	0.0763	0.7538	-1.9781	0.2466	0.0000e+00	0.0000e+00	0.0000e+00	4.6500e-14	194.3853	1.0606	69.9077	2.3724
YLR137W	0.2394	1.6828	426.5332	9.5100e-02	0.1959	4.2859	867.0667	8.9000e-05	268.7175	0.2083	0.1297	218.8930	0.1868	0.0466	-0.2959	-0.1569	-1.4765	0.0000e+00	0.0000e+00	0.0000e+00	4.0100e-03	49.5731	1.7805	29.8149	3.4334
YLR138W	0.2306	2.7339	1669.4089	9.1900e-02	0.2218	3.8592	2533.1639	1.0200e-01	656.3448	0.2115	0.0827	701.0636	0.2090	0.0573	0.0951	-0.0176	-0.5290	1.2300e-05	1.2700e-01	0.0000e+00	9.7300e-01	123.2568	1.9725	122.2322	2.5126
YLR139C	0.1974	2.9197	1173.1800	1.4600e-03	0.1965	3.7126	719.0122	5.6600e-06	433.7964	0.1841	0.0675	207.7847	0.1860	0.0532	-1.0619	0.0147	-0.3432	0.0000e+00	8.6500e-02	0.0000e+00	1.4900e-01	65.0631	2.5661	27.1397	3.6240
YLR140W	0.2970	10.2025	161.4104	6.8100e-08	0.4548	5.2542	21.7081	1.1100e-08	17.0592	0.2880	0.0302	4.4291	0.4162	0.0843	-1.9455	0.5313	1.4822	0.0000e+00	0.0000e+00	0.0000e+00	8.7500e-01	3.1896	6.1631	1.3929	4.5150
YLR141W	0.2544	4.1736	178.4574	1.6100e-05	0.2169	4.1890	379.6870	5.1500e-10	46.1305	0.2390	0.0609	96.2956	0.2057	0.0518	1.0617	-0.2165	-0.2348	0.0000e+00	0.0000e+00	5.4900e-22	9.3800e-01	8.3642	3.2322	15.3090	3.1732
YLR142W	0.2208	5.6528	390.7935	3.4700e-05	0.2979	6.7832	114.6757	1.6100e-09	75.6166	0.2117	0.0412	18.3561	0.2846	0.0453	-2.0424	0.4267	0.1381	0.0000e+00	0.0000e+00	2.1400e-07	4.0100e-01	10.7692	4.4463	3.6138	4.6509
YLR143W	39.4551	399.4165	1.9239	5.7100e-02	0.2086	3.4881	244.0335	7.0600e-12	0.0050	35.8433	0.0906	75.1257	0.1963	0.0597	13.8850	-7.5127	-0.6012	0.0000e+00	0.0000e+00	0.0000e+00	3.7200e-01	0.1627	4.6621	9.7407	4.0132
YLR144C	0.2115	2.3671	739.1808	6.9100e-04	0.1997	3.8952	571.7112	7.5600e-08	330.5690	0.1935	0.0855	158.6358	0.1893	0.0523	-1.0592	-0.0317	-0.7089	0.0000e+00	7.5400e-03	0.0000e+00	3.2100e-02	56.6559	2.0072	22.0305	3.3253
YLR145W	0.2201	2.2309	231.6795	3.5500e-07	0.2517	2.6184	177.5927	5.3200e-06	109.0904	0.1995	0.0931	71.6803	0.2286	0.0912	-0.6059	0.1970	-0.0302	0.0000e+00	0.0000e+00	3.7700e-02	8.3900e-01	18.0918	2.3655	13.6711	2.3155
YLR146C	0.1999	2.5562	613.1751	1.0400e-06	0.2051	2.5099	884.0724	9.5500e-05	254.9051	0.1848	0.0759	372.3058	0.1888	0.0788	0.5465	0.0315	0.0545	0.0000e+00	1.3400e-02	1.7800e-03	5.1000e-01	35.0899	2.7799	61.7118	2.1017
YLR146W-A	0.3191	10.3563	222.2283	1.7500e-04	0.4060	1.7512	31.1234	2.2100e-04	22.9076	0.3091	0.0317	18.9612	0.3269	0.1960	-0.2728	0.0806	2.6278	0.0000e+00	3.8700e-08	0.0000e+00	7.1600e-02	5.0230	4.8106	5.3677	1.6908
YLR147C	0.2714	2.3666	199.0775	1.2800e-03	0.2823	4.2420	268.9983	1.1800e-04	90.0199	0.2419	0.1085	67.0866	0.2639	0.0649	-0.4242	0.1255	-0.7422	0.0000e+00	5.3700e-21	0.0000e+00	7.9100e-01	18.4667	2.0150	14.4669	2.4558
YLR148W	0.2090	3.2900	1098.6914	2.3100e-05	0.2205	3.2186	563.4422	5.2700e-08	358.5308	0.1958	0.0632	186.2240	0.2055	0.0672	-0.9451	0.0699	0.0883	0.0000e+00	7.3300e-08	1.5200e-05	4.7900e-01	60.7371	2.3178	30.7131	2.6149
YLR149C	0.3621	2.2783	3308.8537	3.7200e-01	0.2062	4.0263	266.1774	2.1300e-08	1508.5933	0.3113	0.1400	72.8492	0.1953	0.0527	-4.3721	-0.6725	-1.4084	0.0000e+00	0.0000e+00	0.0000e+00	4.7200e-22	466.1398	1.1218	8.9890	4.4187
YLR149C-A	11.6036	22.5671	1.4213	7.0600e-03	2.2594	3.6065	2.6057	7.2800e-05	0.0767	7.1515	0.3762	0.8044	1.3078	0.4086	3.3913	-2.4511	0.1191	0.0000e+00	0.0000e+00	1.2200e-04	3.7900e-01	0.4668	3.1157	0.9397	3.2513
YLR150W	0.5941	19.9443	17076.9239	2.0400e-02	2.2403	4.4023	2790.2064	8.1700e-01	887.9526	0.5764	0.0296	649.5212	1.4813	0.3380	-0.4511	1.3618	3.5148	0.0000e+00	0.0000e+00	0.0000e+00	7.8100e-19	471.9453	2.1117	951.0705	0.4782
YLR151C	0.1863	2.9392	917.8907	1.2300e-05	0.1827	5.2402	539.7586	5.6200e-18	333.8239	0.1746	0.0627	114.2417	0.1760	0.0369	-1.5470	0.0112	-0.7629	0.0000e+00	4.0300e-01	0.0000e+00	5.1000e-03	46.7832	2.6646	11.9956	5.3280
YLR152C	0.1965	2.7674	610.5032	3.0300e-06	0.2017	3.5908	280.3597	1.2200e-14	232.8918	0.1829	0.0690	84.3712	0.1904	0.0567	-1.4648	0.0577	-0.2848	0.0000e+00	3.8800e-06	0.0000e+00	5.5900e-03	33.4801	2.7367	10.8350	4.0777
YLR153C	0.3583	1.9043	1970.3536	1.7000e-01	0.4915	5.3743	5179.8133	4.8400e-01	1078.7714	0.3003	0.1613	994.9609	0.4495	0.0852	-0.1167	0.5818	-0.9216	1.4100e-09	0.0000e+00	0.0000e+00	7.8000e-02	314.0429	1.2264	438.1971	1.2318
YLR154C	0.2539	4.1261	237.2278	1.5200e-06	0.2869	2.3096	177.2899	1.5300e-02	62.0408	0.2381	0.0621	81.8996	0.2535	0.1163	0.4006	0.0906	0.9058	0.0000e+00	1.0500e-13	0.0000e+00	4.5600e-02	11.4633	2.8542	18.4747	1.8008
YLR154C-G	1.3749	6.1475	23.2754	3.2700e-01	1.2252	2.9285	14.5962	2.1000e-01	4.0358	1.1080	0.1940	5.3579	0.8536	0.3047	0.4088	-0.3763	0.6515	0.0000e+00	0.0000e+00	0.0000e+00	9.7900e-01	4.1824	1.2574	4.2507	1.1094
YLR154C-H	0.3158	5.1213	57.8845	7.1600e-06	0.3165	8.5755	91.6720	2.2700e-14	12.4682	0.2964	0.0627	11.3663	0.3045	0.0376	-0.1335	0.0389	-0.7373	1.0500e-06	1.1500e-04	0.0000e+00	8.7100e-01	2.4264	4.7055	2.3773	5.9116
YLR154W-A	1.8752	2.9631	7.8269	2.5700e-01	1.0878	1.5106	9.1108	4.1100e-01	3.0118	1.1262	0.3997	6.5861	0.6250	0.4262	1.1288	-0.8496	0.0924	0.0000e+00	0.0000e+00	1.9700e-11	2.4500e-01	3.0218	1.0520	3.7843	1.0078
YLR154W-B	1.0706	1.1686	9.5093	3.3000e-01	1.0999	1.8805	7.5548	4.9000e-02	9.2636	0.5479	0.4922	4.3825	0.6810	0.3819	-1.0798	0.3139	-0.3661	0.0000e+00	0.0000e+00	0.0000e+00	1.1500e-03	4.5435	0.8809	2.7382	1.2373
YLR154W-C	4.7428	84.0600	7122.1186	3.0400e-01	4.2239	124.4366	12900.6646	4.8600e-01	86.7261	4.4868	0.0539	105.7969	4.0824	0.0333	0.2868	-0.1363	-0.6927	0.0000e+00	1.0300e-22	0.0000e+00	2.4800e-01	379.9476	0.4527	425.1617	0.5483
YLR154W-E	9.6071	10.1794	2.2143	4.8200e-02	36.3028	18.3482	1.0293	1.4400e-03	0.2935	4.7337	0.5156	0.0591	11.6483	0.6529	-2.3122	1.2991	0.3406	0.0000e+00	0.0000e+00	0.0000e+00	8.2400e-02	1.0872	1.4273	0.6479	1.9382
YLR154W-F	9.5595	36.6129	4.8779	2.5900e-03	22.9921	116.8927	3.9940	2.9300e-04	0.1511	7.4706	0.2223	0.0450	19.0674	0.1594	-1.7487	1.3518	-0.4794	0.0000e+00	0.0000e+00	0.0000e+00	1.3400e-01	1.0102	1.7570	0.6108	1.7499
YLR155C	35.6580	259.5437	2.3571	2.9300e-01	31.9765	129.9994	0.5875	1.0000e+00	0.0096	31.1754	0.1182	0.0045	25.0882	0.1953	-1.0857	-0.3134	0.7245	0.0000e+00	3.5600e-20	0.0000e+00	2.8000e-01	0.2672	2.6009	0.0916	3.9670
YLR156C-A	21.6598	340.0176	0.0184	-1.0000e+00	29.7423	247.2231	0.4678	1.0000e+00	0.0000	20.2343	0.0628	0.0020	26.5147	0.1080	5.7706	0.3900	0.7834	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000	 nan	0.0381	6.5321
YLR156W	24.5720	444.5219	0.5561	1.0000e+00	35.3604	884.9982	0.1174	-1.0000e+00	0.0013	23.1776	0.0557	0.0001	33.7346	0.0395	-3.2893	0.5415	-0.4951	0.0000e+00	0.0000e+00	0.0000e+00	9.9900e-01	0.0185	8.8882	0.0000	 nan
YLR157C	18.4290	55.1607	0.8284	9.8800e-01	43.3946	120.0432	0.4913	2.0300e-01	0.0168	12.9862	0.2829	0.0043	31.7235	0.2622	-1.9692	1.2886	-0.1096	0.0000e+00	0.0000e+00	7.2200e-23	7.0700e-01	0.1929	2.7699	0.1161	3.6619
YLR157C-B	2.2394	2.8406	16.4051	4.2400e-01	2.6725	4.8675	23.8392	9.2400e-02	6.3039	1.2255	0.4536	5.2002	1.6967	0.3635	-0.2777	0.4693	-0.3197	1.1400e-26	0.0000e+00	0.0000e+00	3.3200e-01	7.2688	0.6350	8.4211	0.6431
YLR157C-C	32.1888	411.6689	0.4797	1.0000e+00	20.2253	77.6914	0.1591	1.0000e+00	0.0012	29.8258	0.0741	0.0028	15.5947	0.2453	1.1721	-0.9355	1.7264	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0231	8.8882	0.0221	9.0000
YLR157W-E	41.3641	314.6928	0.3884	1.0000e+00	34.3679	342.1015	1.1128	1.0000e+00	0.0013	36.5304	0.1176	0.0033	31.1179	0.0918	1.3838	-0.2314	-0.3571	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0334	6.2471	0.0925	4.4408
YLR158C	19.7626	162.7525	2.3405	2.7100e-01	53.0809	345.6138	1.2754	1.7500e-01	0.0151	17.4629	0.1135	0.0038	45.3839	0.1396	-2.0005	1.3779	0.2982	0.0000e+00	0.0000e+00	0.0000e+00	5.4600e-01	0.2528	2.3460	0.1546	3.0997
YLR159C-A	21.9096	54.3880	0.3118	9.8500e-01	31.2096	279.0148	0.5375	9.8800e-01	0.0066	15.0232	0.2880	0.0019	27.8991	0.1032	-1.7673	0.8930	-1.4808	0.0000e+00	0.0000e+00	0.0000e+00	9.7400e-01	0.0728	4.4416	0.0422	6.3293
YLR159W	18.5353	107.0967	0.2398	-1.0000e+00	26.1852	207.5702	0.2571	1.0000e+00	0.0023	15.2036	0.1624	0.0013	23.1385	0.1135	-0.8335	0.6059	-0.5176	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0188	8.8882	0.0159	9.0000
YLR160C	36.0443	172.8568	1.2352	4.7500e-01	35.2775	342.0714	2.3064	8.6900e-01	0.0073	29.7699	0.1736	0.0068	31.5709	0.1015	-0.1165	0.0847	-0.7745	1.4100e-05	2.3700e-10	0.0000e+00	1.0000e+00	0.2056	2.7871	0.2117	2.5852
YLR162W	28.6827	196.7707	1.3686	1.0000e+00	48.0478	169.4736	0.7614	9.8100e-01	0.0069	24.3781	0.1298	0.0049	36.7823	0.2386	-0.4824	0.5934	0.8779	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.1497	3.1303	0.1595	3.1190
YLR162W-A	3.0976	4.9246	1.8838	1.5800e-06	25.9610	311.7374	2.0298	9.9400e-01	0.4806	1.8044	0.4177	0.0066	23.5002	0.0902	-6.1949	3.7030	-2.2108	0.0000e+00	0.0000e+00	0.0000e+00	6.6500e-01	0.7044	3.8369	0.1460	3.4429
YLR163C	0.2835	1.2724	1020.8470	1.5700e-01	0.2216	2.6024	2248.6103	9.1500e-02	832.8368	0.2309	0.1854	916.8310	0.2034	0.0820	0.1386	-0.1828	-1.1778	1.7800e-10	0.0000e+00	0.0000e+00	1.6300e-02	194.6566	1.2705	157.7228	2.2908
YLR164W	0.2235	2.6971	550.5485	8.3000e-03	0.2607	7.6906	222.7160	1.5900e-07	218.6595	0.2054	0.0807	31.2304	0.2517	0.0350	-2.8077	0.2928	-1.2055	0.0000e+00	0.0000e+00	0.0000e+00	1.2100e-03	38.6018	2.2170	5.3137	4.8690
YLR165C	0.2311	3.7565	271.2023	1.1300e-06	0.2399	3.0318	111.8191	4.0900e-10	77.2555	0.2168	0.0612	39.4180	0.2214	0.0776	-0.9708	0.0300	0.3421	0.0000e+00	1.4700e-02	0.0000e+00	2.7800e-01	11.9336	3.3753	6.0807	3.4774
YLR166C	0.2066	2.0399	985.5326	3.5800e-03	0.1949	2.6577	954.9568	1.8600e-04	511.1591	0.1869	0.0954	385.9716	0.1808	0.0720	-0.4053	-0.0481	-0.4060	0.0000e+00	2.0600e-03	0.0000e+00	2.5500e-01	85.6816	1.9526	49.9152	2.9969
YLR167W	0.9614	7.2107	3778.6635	2.1000e-01	6.5642	135.1474	30966.4245	5.0300e-01	541.5316	0.8469	0.1193	237.1842	6.2614	0.0464	-1.1910	2.8863	-1.3618	0.0000e+00	0.0000e+00	0.0000e+00	5.3600e-24	443.1485	0.8797	1438.3813	0.3824
YLR168C	0.2346	2.7668	616.2915	7.1600e-02	0.2064	2.8625	339.4113	2.6800e-07	235.0897	0.2154	0.0817	126.1415	0.1918	0.0707	-0.8982	-0.1677	-0.2081	0.0000e+00	0.0000e+00	4.5300e-25	8.5800e-04	41.7609	2.3043	17.2379	3.2158
YLR169W	0.3539	5.2145	366.3982	1.1000e-01	0.3118	1.6895	56.0815	2.3700e-04	74.4776	0.3302	0.0669	35.0981	0.2616	0.1611	-1.0854	-0.3358	1.2676	0.0000e+00	0.0000e+00	0.0000e+00	9.3200e-04	21.3317	2.0162	7.4526	2.0208
YLR170C	0.4571	9.9857	440.3320	9.5000e-02	0.3862	2.4389	53.0928	1.6300e-02	46.5634	0.4363	0.0458	22.7888	0.3313	0.1416	-1.0309	-0.3972	1.6269	0.0000e+00	0.0000e+00	0.0000e+00	1.2500e-04	17.9430	2.1528	6.5526	1.8636
YLR171W	36.9131	689.2961	1.8204	1.0000e+00	19.5652	83.2290	0.4807	1.0000e+00	0.0027	35.0299	0.0513	0.0062	15.5316	0.2002	1.1965	-1.1734	1.9653	0.0000e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0863	4.6917	0.0762	5.3904
YLR172C	0.2327	3.0830	910.3730	8.2300e-03	0.4007	3.1884	1766.5703	1.9700e-01	314.4769	0.2157	0.0734	582.1065	0.3543	0.1158	0.8883	0.7163	0.6576	0.0000e+00	0.0000e+00	0.0000e+00	2.8100e-08	57.1148	2.1777	203.5005	1.2027
YLR173W	0.1876	1.5715	798.9804	4.7600e-04	0.1935	2.7185	340.9061	7.1300e-10	538.6430	0.1668	0.1109	136.2311	0.1799	0.0709	-1.9833	0.1096	-0.6468	0.0000e+00	4.8700e-18	0.0000e+00	1.8900e-03	70.1758	2.3759	17.1938	3.3489
YLR174W	0.1884	2.2990	540.0349	2.5000e-05	0.2770	10.8366	261.4421	1.1700e-09	253.7017	0.1733	0.0809	26.4328	0.2697	0.0270	-3.2627	0.6382	-1.5811	0.0000e+00	0.0000e+00	0.0000e+00	1.3100e-01	33.8354	2.8313	4.6939	5.8738
YLR175W	0.2199	1.0863	735.2622	2.5700e-02	0.7761	72.9287	46331.2278	6.7000e-01	709.3344	0.1817	0.1731	658.1462	0.7671	0.0107	-0.1081	2.0780	-4.0145	6.7100e-09	0.0000e+00	0.0000e+00	3.4100e-12	127.4879	1.4790	492.4733	0.9053
YLR176C	0.2169	3.1350	1082.6500	6.6700e-04	0.1931	6.0612	633.5018	2.3200e-10	374.7703	0.2018	0.0702	114.6690	0.1865	0.0334	-1.7085	-0.1136	-1.0713	0.0000e+00	5.5500e-17	0.0000e+00	1.9000e-05	61.9286	2.4697	13.0930	5.4491
YLR177W	0.4226	1.5285	2030.4487	4.5200e-01	0.1792	6.4101	2510.7944	1.4100e-04	1384.3706	0.3292	0.2208	432.7106	0.1738	0.0301	-1.6778	-0.9212	-2.8761	0.0000e+00	0.0000e+00	0.0000e+00	1.7700e-18	477.4027	0.9259	53.0536	4.4138
YLR178C	0.5378	2.5756	3866.8157	1.2500e-01	0.2074	1.8349	236.5318	2.5500e-06	1559.8698	0.4433	0.1754	138.0921	0.1853	0.1065	-3.4977	-1.2583	-0.7196	0.0000e+00	0.0000e+00	0.0000e+00	1.7400e-24	685.9935	0.9637	20.3265	2.4693
YLR179C	0.3993	2.6121	798.8588	2.4300e-01	0.7855	4.9374	2466.3502	5.8900e-01	323.6209	0.3442	0.1389	515.2593	0.6764	0.1388	0.6710	0.9746	-0.0010	0.0000e+00	0.0000e+00	5.2900e-08	1.4300e-09	109.9112	1.2049	341.4390	0.9561
YLR180W	0.1924	1.5334	923.4341	2.0000e-04	0.5731	2.9731	3721.2489	3.3900e-01	640.1499	0.1701	0.1158	1288.7849	0.4792	0.1636	1.0095	1.4942	0.4983	0.0000e+00	0.0000e+00	0.0000e+00	4.3900e-17	86.5240	2.2243	612.6061	1.0246
YLR181C	0.2194	2.8845	275.3690	2.5200e-06	0.2224	2.2603	395.6491	8.4200e-05	102.7922	0.2031	0.0748	185.9752	0.2014	0.0939	0.8554	-0.0115	0.3273	0.0000e+00	4.4700e-01	0.0000e+00	1.0200e-01	15.9879	2.8640	31.0760	2.3125
YLR182W	0.2019	3.1487	633.1057	6.9500e-03	0.2196	2.6766	840.6479	6.2000e-02	218.0969	0.1889	0.0644	332.9840	0.2023	0.0791	0.6105	0.0984	0.2960	0.0000e+00	3.4700e-13	0.0000e+00	3.7100e-02	31.1744	2.8780	54.7943	2.3617
YLR183C	0.2050	5.7051	342.6513	1.0400e-10	0.1921	2.1415	540.8933	8.1600e-06	65.7645	0.1974	0.0376	268.5680	0.1757	0.0859	2.0299	-0.1677	1.1912	0.0000e+00	0.0000e+00	0.0000e+00	7.9300e-03	7.2587	6.0377	38.8536	2.4574
YLR185W	0.5869	10.3674	799.1107	1.9200e-01	1.9642	94.1857	10885.0919	4.6400e-01	80.3060	0.5541	0.0561	118.2341	1.9228	0.0209	0.5581	1.7950	-1.4274	0.0000e+00	0.0000e+00	0.0000e+00	1.2800e-22	43.2852	1.2820	221.4896	0.9451
YLR186W	0.2213	2.2744	239.7228	7.3300e-04	0.2647	1.5516	577.4418	9.1500e-02	113.6870	0.2004	0.0944	397.3267	0.2242	0.1534	1.8053	0.1620	0.6997	0.0000e+00	0.0000e+00	0.0000e+00	5.1900e-06	18.4120	2.4050	82.3422	1.5801
YLR187W	0.1990	3.8702	1434.1098	5.7000e-04	0.2023	3.9854	868.4120	1.4000e-06	399.1003	0.1888	0.0521	234.5390	0.1918	0.0512	-0.7669	0.0231	-0.0254	0.0000e+00	5.2900e-02	1.1700e-01	3.3400e-01	60.4966	2.8326	33.8905	3.1764
YLR188W	0.1472	6.7618	7588.2686	1.2700e-07	0.1991	2.2931	736.4700	8.2400e-05	1253.8514	0.1437	0.0239	343.7613	0.1824	0.0841	-1.8669	0.3444	1.8146	0.0000e+00	0.0000e+00	0.0000e+00	1.9500e-01	113.7353	5.9792	51.0443	2.4854
YLR189C	0.2187	5.4038	3198.4194	3.4700e-02	0.1665	2.8553	1650.6702	1.4600e-05	640.3886	0.2095	0.0414	628.4225	0.1567	0.0588	-0.0272	-0.4196	0.5040	6.3500e-01	0.0000e+00	0.0000e+00	1.1100e-03	104.0332	2.9905	69.0312	3.4569
YLR190W	0.2182	1.4734	536.0583	1.1200e-03	0.1800	1.0916	711.5950	5.9800e-04	384.8056	0.1891	0.1337	685.5028	0.1538	0.1457	0.8330	-0.2982	0.1240	0.0000e+00	0.0000e+00	1.0700e-13	3.1100e-01	68.0078	1.7366	91.2365	1.9367
YLR191W	0.2197	3.5880	359.1929	1.1800e-07	0.2184	3.9153	377.5991	1.1800e-06	107.6121	0.2063	0.0611	103.1371	0.2061	0.0556	-0.0613	-0.0016	-0.1351	6.9600e-02	6.3500e-01	1.1800e-07	1.0000e+00	16.9820	2.8873	16.3699	3.1363
YLR192C	0.4326	4.9280	2145.0534	4.0700e-01	0.7271	8.4505	3036.2767	7.9200e-01	458.4620	0.3959	0.0849	371.8653	0.6683	0.0811	-0.3020	0.7554	-0.0662	0.0000e+00	0.0000e+00	2.7200e-05	6.3200e-02	181.5322	1.2102	241.9106	1.1126
YLR193C	0.2044	4.9224	1434.9694	2.2800e-03	0.1898	2.6050	499.5643	4.2600e-06	318.3067	0.1957	0.0428	208.5696	0.1759	0.0732	-0.6099	-0.1542	0.7731	0.0000e+00	0.0000e+00	0.0000e+00	1.2700e-01	42.3947	3.6544	26.9604	3.0359
YLR194C	0.2314	4.7159	1322.7572	9.4800e-03	0.1829	4.6463	1823.3549	5.6300e-04	309.6047	0.2189	0.0540	433.9133	0.1753	0.0416	0.4870	-0.3205	-0.3771	0.0000e+00	0.0000e+00	0.0000e+00	3.2500e-02	58.8665	2.4264	57.6789	3.2851
YLR195C	0.2530	2.0751	1248.6274	2.1300e-02	0.2071	2.0869	1046.8009	1.6300e-02	635.5189	0.2246	0.1124	532.0304	0.1876	0.0943	-0.2564	-0.2592	-0.2540	0.0000e+00	0.0000e+00	0.0000e+00	3.3600e-02	136.9607	1.5117	86.5260	2.0547
YLR196W	0.1697	2.0981	542.3320	1.4100e-09	0.2985	1.7900	1374.3530	1.0700e-01	279.4172	0.1563	0.0797	795.3156	0.2550	0.1458	1.5091	0.7068	0.8702	0.0000e+00	0.0000e+00	0.0000e+00	1.3700e-12	31.0273	3.1347	197.3241	1.3414
YLR197W	0.2121	2.9795	1924.0450	2.4600e-03	0.8604	6.3501	4373.2350	2.8800e-01	696.3984	0.1971	0.0705	708.3355	0.7565	0.1208	0.0245	1.9400	0.7769	1.7800e-05	0.0000e+00	0.0000e+00	1.9200e-17	112.5363	2.3051	539.5023	0.7906
YLR198C	43.9645	301.7225	1.1613	8.4200e-01	5.6172	4.2270	2.5651	2.1500e-02	0.0039	38.2608	0.1292	0.8409	2.3144	0.5889	7.7438	-4.0472	2.1889	0.0000e+00	0.0000e+00	0.0000e+00	2.1300e-09	0.1422	3.0831	1.4486	1.2903
YLR199C	0.2525	2.5923	615.1419	2.6000e-02	0.1906	3.4727	2730.4159	4.4400e-03	249.6021	0.2291	0.0924	846.4886	0.1801	0.0553	1.7619	-0.3473	-0.7403	0.0000e+00	0.0000e+00	0.0000e+00	6.4700e-01	52.0121	1.7188	117.0049	3.0717
YLR200W	0.3341	3.8761	306.1259	1.5300e-01	0.4352	2.7114	266.8300	3.4900e-01	83.3138	0.3066	0.0821	102.4785	0.3731	0.1425	0.2987	0.2835	0.7960	0.0000e+00	0.0000e+00	0.0000e+00	4.5700e-03	22.2790	1.9122	36.6206	1.3102
YLR201C	0.3594	2.6828	1248.0710	5.6900e-01	0.2181	3.8024	1078.5368	5.3100e-04	487.2242	0.3155	0.1217	303.2948	0.2056	0.0570	-0.6839	-0.6178	-1.0944	0.0000e+00	0.0000e+00	0.0000e+00	4.6600e-08	144.0926	1.4419	47.4765	2.9128
YLR202C	0.4556	8.3602	65.9535	5.8400e-03	0.3771	7.9071	54.7346	5.6600e-06	8.4759	0.4310	0.0547	7.4101	0.3589	0.0483	-0.1939	-0.2643	-0.1785	1.0000e-13	0.0000e+00	1.0400e-15	1.6400e-04	2.8251	3.9402	1.9005	5.5336
YLR203C	0.4323	2.5174	2434.5212	8.0400e-02	0.2579	2.6325	2082.5290	3.4500e-02	1009.2657	0.3675	0.1499	831.4811	0.2340	0.0924	-0.2796	-0.6517	-0.6974	0.0000e+00	0.0000e+00	0.0000e+00	5.2900e-05	361.0163	1.1241	174.0981	1.8078
YLR204W	0.5724	4.6560	370.4843	2.4700e-01	0.4370	2.0094	200.8714	3.1000e-01	83.4952	0.5065	0.1151	105.2138	0.3568	0.1834	0.3336	-0.5054	0.6718	0.0000e+00	0.0000e+00	0.0000e+00	5.5600e-01	39.9480	1.2822	35.5016	1.2232
YLR205C	0.2180	3.5312	1894.6855	3.9700e-02	0.2191	3.7723	294.7635	2.0600e-06	575.3961	0.2046	0.0612	85.0476	0.2062	0.0591	-2.7582	0.0113	-0.0502	0.0000e+00	4.2200e-01	9.1500e-04	2.1600e-04	98.2706	2.2940	11.7983	3.8223
YLR206W	0.3757	2.7007	809.4020	3.7000e-01	0.2758	2.1721	340.8737	1.2200e-01	313.7598	0.3286	0.1254	167.3394	0.2433	0.1183	-0.9069	-0.4334	-0.0850	0.0000e+00	0.0000e+00	9.8400e-10	5.2700e-05	96.6862	1.4389	34.1375	1.9260
YLR207W	0.1837	2.6389	1163.9352	3.3400e-07	0.1906	2.6783	793.8057	3.7600e-05	475.9252	0.1710	0.0693	318.6678	0.1770	0.0703	-0.5787	0.0499	0.0205	0.0000e+00	1.1400e-04	2.4500e-01	7.1700e-01	63.1457	2.7841	43.0081	2.7781
