k3outI,k3I_n,k13IV,k2M,kn2M,k1in,k3inI,k3inA,kn13_c,k13_n,k13ID,knBM,ksD,k3A_c,k13_c,k3I_c,k3outA,ksV,k1out,k13I,n_S,kn13_n,k2I,kBM
0.3438412349244869,473.1118219585527,985.5622507650982,995.8490230261752,0.7676417934970239,106.28991780557426,0.001438941313644478,14.709593111344171,833.4180963386011,677.2117326857314,12.99837137065165,808.2022381556105,1.3476272101151074,7.11016717031887,933.4420631906283,0.04585714942747596,810.2897401150195,953.0037825145988,953.2484963778586,0.00686179210571624,2.3275843148077335,59.960849220483595,4.1794334981190175,12.905049781657729
0.320682459179229,228.9228430548855,999.9009434562131,764.1376839182049,0.14595544489420553,63.708007196237695,0.0017528621968885077,44.06878265584432,801.0299212960705,227.63745165021052,0.7608009291822131,971.2931827193026,0.4957227785652094,4.725716572484139,888.2510039909048,0.08937752725141059,944.7999334569818,991.1086877785527,430.0220912639309,0.14982951789167465,3.239981253551915,28.43389625374973,596.1217032927046,3.4645751064761656
864.9745332200242,0.06621406489565439,797.973701443437,986.7742883697543,4.830529256074421,171.3410567114948,1.170372949907751,40.35386202187277,321.98572624557426,974.6460476388976,26.09495141226648,982.1518783188745,1.2346844050185837,3.960662278533868,375.8126624384756,0.15246433737104098,2.51835398421605,314.107480170047,904.8732255547878,0.08988167314967693,2.9500902598728844,162.91723980074653,6.140870638320951,8.304381815889387
794.0353803730401,0.0055385227715673,643.679124527047,984.9954824621645,14.275905002578302,130.6267705506916,19.910701914808588,422.93002327679363,908.8335671657946,700.4517182584211,9.992462082187108,995.2812782370155,0.3586718236130877,5.118657393437741,867.7811924109477,0.35482216582872406,26.59285994443747,996.0169778062095,854.9531168073278,0.0469604941756493,5.63217094569219,104.00393271747714,114.54187020611587,4.331925186914532
313.1307431096036,0.024871378252982263,636.923569728714,881.9286114122506,6.833998093339103,83.05286354411278,0.8318748004397638,473.5813838510701,516.7386433041681,998.7825574733143,70.33981316770956,930.2459308661952,1.3459097224146603,4.623819143639225,874.8519794526991,0.2181017232681028,42.60849169910005,583.1223407511266,513.7567462002439,0.13078777219680024,2.374596212345061,89.19888799717242,104.67294176641522,24.794108466993627
0.2790646788888239,224.841600804814,980.5708437945834,437.03500331856344,2.4461518839452143,75.36533550595614,0.0011753836255039615,24.8805608515245,879.88889448988,602.2846860050199,13.62539208454736,892.9846096801347,1.7990754676471883,6.027711990788458,900.3062174636814,0.31965402007653543,993.0591487693401,675.3513906663986,526.5929571281679,0.22669006827742802,2.1347893442075137,68.86094564098785,32.048362791514414,4.858806032791775
0.5338033044087095,271.87270957525743,928.0447590599763,999.829539397916,0.2880540943503722,91.84784381239093,0.001068372097772789,28.576054946142573,597.1290102021939,843.2189749259132,13.726326752673003,986.9572559483913,0.433092814637424,8.657521070495685,996.5934266294927,0.04924065614417139,988.9747737076503,777.8834936332671,733.8387167649666,0.011756759176955074,4.94411387999006,57.401228452826885,26.5619987226587,5.876553080484687
0.5939590993260393,61.3443564585557,989.3921115870608,838.2836681457293,3.425080805769134,134.97119403093072,0.0012598056518387424,109.67345593001926,996.5847192269898,751.3231041103368,11.78836053129432,481.2095789627381,0.4757013922174136,4.738431062872211,915.1045610690496,0.3053844216865765,707.0411731788954,522.0326494468796,998.8355681448037,0.6821237196322678,5.183851063929021,63.61080180489516,339.5555163149122,1.0369776362639573
964.2449596870737,0.09310603972627525,769.5796279215434,987.5414512948165,0.775044592194784,98.10512273631447,5.123127446631372,607.0923125571088,816.1752488976645,894.7028643495071,7.978310975486949,967.6536721250815,0.6535580844235969,9.26928875463853,976.8921361340567,0.4767219818925242,50.22495589945427,982.0406915913586,515.9440876743672,0.4000524197602412,2.330650053852937,142.59512033013817,19.98734131327304,17.033169273896625
530.8384898550125,0.015999650334363718,955.895904858214,766.8667128117643,3.1847749048572638,78.45320344174469,1.7832932976575822,820.8869521176675,906.1946198338754,879.5283578549036,11.477662398330462,964.6319505445313,0.6144207003409831,9.865744389288988,801.6708213137625,0.9944849964979274,101.0233351239906,521.3431742981946,806.3182466446165,0.13728992296498438,2.707756117030091,63.910299782973084,14.045026259629598,13.477178148390692
0.49557468059681203,39.62435274144601,997.794824775085,999.863372982552,0.6214250724764226,63.287586009139574,0.0010889919821423925,197.12154290376975,709.1667735750852,983.5255982423238,4.127322256993482,981.8010461935253,3.800507720143722,7.624379016669405,998.9074253107368,0.0024657718287307458,936.3997247594837,870.5765039103774,366.29751493331514,0.0019598408365488307,2.0781402387277983,116.40109717395657,0.9803592695254002,2.238730625443298
0.2692275055036279,572.4222961044247,968.3589741589672,809.7147705934079,16.222447210503873,136.57350577313397,0.001144452757102842,10.360231174783404,965.0721615525379,979.0743025701659,7.565371230964683,896.4112393199819,0.2428132257687139,4.11235230558953,674.1024254452391,0.514295650066807,772.8403789875184,598.1395916806628,896.9984897984682,0.6538441790385188,4.708938048333611,127.34387341496824,90.93347973133336,1.3287582858171731
0.6656588621702015,40.9674679929335,984.5296017680159,417.9465692158762,0.8154172613010642,46.40560039670364,0.003103616474240575,132.7689847729305,972.6086882002797,855.0190373912536,5.884216730110918,530.2066440288697,0.7482083513156023,8.015883627989275,911.165248441572,0.44698889244061774,886.1040635225598,965.890879843929,373.8675146565915,0.8594369375852572,4.785167431034118,62.53438200064017,506.7109203878182,2.9940067222054187
0.2703340447413467,35.64224710855002,740.2437768949999,977.6834744776551,4.816162436205282,26.599774192379112,0.0010835240890211396,148.9104822054771,510.52942586715557,981.2186066308594,12.77747759454615,994.1612687584944,1.6891185980770387,4.226736678870689,987.7991812011962,0.1797760017457809,913.8497437060977,583.6340999467085,133.20294539027077,0.08473472277115067,2.1171839285697467,101.24892673805726,3.309671180186905,5.608865832604036
868.7780913449233,0.009394519148297364,972.2872077170659,919.3015189939663,13.364996428668917,21.16513408737218,19.863122408033195,637.9346483968875,774.4474259944185,998.153888720141,27.5104484033676,960.8420420738029,2.153036179019706,4.514432995367352,760.5999981889072,0.7164461633024064,34.06422209586633,982.7357753639819,154.53872908073384,0.10019769693005529,2.0184393194554624,134.42084306669125,15.466524043855856,2.0920148270203924
735.3535806223205,0.021566268935008126,711.9910593140548,241.07833245157775,2.577587983848666,89.32881153288153,0.17780365068313353,944.1851768071735,972.7346691090204,907.0885156294927,7.622418127131329,727.4118461116593,2.303170144241555,7.722395854584282,824.4015104453573,0.6266965213391253,99.63444157421965,804.5355859847007,738.016196336666,0.5948881694528593,2.058050935215991,91.74965441177832,51.69540136859074,0.5697531344056344
971.1684569853684,0.019076160110195035,769.5858500891455,989.345342347278,11.01840135893237,67.62412333845634,2.95562203241503,213.24473096065745,999.7537746792524,965.8580839923426,11.98135501912298,984.278971119157,0.042332437291341396,7.123202690715608,989.2592266758571,0.22098179030058246,14.831897641938305,787.0998200576774,437.55866500569755,0.05086668314791892,6.102156717283802,138.0027566322538,2.674497803315759,7.657696819928454
0.44832094614468193,20.96990007531154,980.3571738249717,885.1260592290507,0.10166106977445732,84.70228338346612,0.001309466532159362,216.53260260993494,799.0629430173383,939.746210305908,4.4059801077036695,918.2398741201017,1.6074393390000457,9.698090136067917,944.6559697308468,0.09280488077272173,970.5442317512463,907.4323042632328,713.7839878669846,0.3002921581529834,3.321464091643722,73.88838011486926,10.701037566226296,5.123435454334207
0.41897525468480656,93.15219074559879,996.8927719977958,998.345144243756,0.25197621105838064,173.20014585543862,0.0012785707617201845,73.54547162099617,682.9039375329863,754.5236374467987,4.052843025910504,957.9064930722076,0.27810766548678034,7.716509267762612,884.5227814806867,0.08967342247957455,952.2673672448088,923.3005710547973,979.3037355766642,0.037301811846874304,5.756154490371539,100.65185112141816,3.254671972365615,4.783367415778477
968.8030373669021,0.005773011209684077,963.5933199216079,990.699379184174,0.89631571846577,184.8693914090421,12.404317829944844,364.2871560244735,525.552821691924,997.7858783717379,29.882402270167574,995.8135057793158,0.8076929467401146,4.739762251619488,730.6663257292437,0.2176229516646762,21.377510499262844,985.5298347471589,965.1797335143723,0.5137944812429318,5.239397725371581,135.14556243620203,17.20325099993829,47.87401779673666
