n_S,ksV,ksD,k2I,k2M,kn2M,kBM,knBM,k13I,k13IV,k13ID,k3A_c,k3I_c,k3I_n,k13_c,kn13_c,k13_n,kn13_n,k1in,k1out,k3inA,k3outA,k3inI,k3outI
1,324.241758,0.220118286,0.317773945,2686.351377,81.2276815,7.176891931,4952.123717,0.01719048,1751.129964,2963.874291,1.149077215,0.565714043,0.02167208,1237.695271,1819.58831,4202.13886,98.85585217,3.385389458,588.5510877,175.5421431,4.707562566,0.996295846,2027.658074
11,152.5575019,0.619038115,154.1188414,2076.457291,11.94197551,0.235987399,67.58206356,0.202960136,1560.882769,576.8607756,0.309026934,8.546494367,0.061034795,276.3288339,795.0285465,24.41781356,248.4260753,74.84009666,52.04717812,597.3417618,1.242170692,0.017255346,6185.058354
13,94.76586653,0.335613782,2.526213633,16.17235232,0.024074266,1.278768364,92.2268495,0.050443198,43.49752746,133.823501,2.926872188,0.029000452,0.023849595,2474.613702,66.06497391,8434.939858,0.166233571,0.023607278,97.73836398,0.558252511,0.023736502,0.501963813,189.8300088
11,1.071157857,0.019674172,0.011637236,305.624802,0.015203992,0.048344169,303.7561184,1.706426175,9649.393127,56.12118659,1.99136086,0.297804267,0.037172467,5948.622015,6612.544627,1.256533808,0.010059249,22.05786033,1403.025375,0.926248902,0.02060305,0.020207058,43.6138277
5,2843.391242,0.513956351,3.799091256,651.5473477,2.031178339,16.0116978,31.80695573,0.127094253,491.9725618,337.723031,11.65709647,3.517465288,0.153730618,1365.999766,2811.924346,52.03238265,0.462659577,2.60067,457.7131524,236.132359,23.52122799,6.523985968,870.5371234
3,330.1777536,0.014997996,6892.488467,189.9223049,0.047496118,1.222507282,7087.156907,0.017991581,669.7065065,224.2288789,0.818721562,0.017295398,0.025318984,8.662532343,435.459073,6.583290235,5.1897044,13.34756338,201.9688365,0.095418161,0.016360023,0.149843107,2.803433059
9,750.8430168,0.20473218,0.030431053,48.73512614,0.015829724,1.707503591,5431.509188,0.083466908,657.8689986,0.038262144,2.926068228,0.053786204,0.755721526,5857.129813,101.0971919,223.4357953,0.116413688,0.021760062,0.603057005,7.829579127,0.074723355,403.3925625,3082.055108
13,6186.248145,0.70440373,0.024070052,13.65865479,1.482320873,0.033374791,864.4942612,0.015050673,2634.390867,54.14873632,0.719322864,1.150565739,0.180355621,43.24773456,544.9859501,1216.029854,14.73396004,2.848380534,1465.402647,15.00456617,0.044610662,0.760006338,20.24761499
3,833.7363349,0.342118344,2.755258432,8541.992468,5.557812396,0.017101428,1.336093045,0.656190785,82.46112764,428.3195448,7.396466592,0.085591204,0.014372544,18.04981241,824.0180999,8.702118054,62.91209367,0.049026714,0.159269455,975.5854309,501.9257495,0.028886626,35.95223887
5,0.035029909,0.203654227,0.038270246,1060.750177,0.058483329,1.438369529,343.8228822,0.580392772,964.3414519,0.223774469,6.125046103,75.70496884,2.570680366,219.6483583,307.2128691,47.22368977,12.04763093,220.881612,1453.495281,602.2648912,8.565909336,11.97502107,24.03058781
3,602.8799757,0.020641655,0.501028992,9194.618566,0.167341089,9.651743088,5148.120948,3.138643959,194.6171884,672.9775777,119.122499,0.04667669,2.381502429,4905.977677,2798.335706,220.5593689,5.183380912,168.3948111,3952.050858,8675.348374,4684.678402,11.00362549,3480.902648
3,11.33198453,0.05347167,0.024061819,35.72463336,0.029333158,1.433752122,115.5216756,10.13172094,5286.529117,649.5501132,10.69208908,49.23426038,1.10959661,1622.04938,9659.808508,19.44570193,85.64540421,28.37722878,110.8485451,120.2979612,1.116663644,0.527791092,0.757084602
3,0.279351161,0.056000896,0.022521772,7828.15798,2.336646198,0.155804056,5790.368033,20.1687087,2303.869869,50.17103132,3.023130247,95.92256454,0.01812662,1904.72494,2218.148769,636.6230692,0.02463479,0.199239822,9682.395943,3287.607407,17.70617128,739.1405731,2228.17088
1,0.561937168,0.038994018,3.811438669,6451.161714,0.066620981,0.372566077,108.237274,0.034026019,6759.889874,1417.520054,0.621211631,0.022777929,0.124309094,6.900905404,30.87887099,112.3174157,443.5290498,0.813821887,0.89477541,2.568743943,0.238148965,0.012263135,38.27682746
7,1.240471251,0.325074611,0.551457692,906.9784853,0.016166354,0.011547284,1273.704069,0.052269384,9724.822994,17.21850266,1.203718215,0.019452509,0.046029528,5.089739992,1395.930101,13.76898659,0.022246982,0.194982859,3424.543106,38.71808085,1.041657628,0.179473078,413.7179756
3,3349.011078,0.034271679,82.57927736,26.83209239,3.515224021,4.011650462,446.4488072,0.048644874,110.6793277,2128.843443,0.245382451,0.754826584,0.066242549,20.11062456,5.427481253,446.2721408,169.3032368,0.063907972,0.06675417,17.36067861,0.341786262,1.309259887,497.9638662
13,270.2803539,0.030776695,0.010101596,9054.854141,344.6442301,0.111319515,8724.19195,1.832901013,375.507175,1.413179887,0.130280182,0.340723118,0.024370422,125.7988972,1053.778334,0.13681058,0.677791639,1313.896497,1027.894331,2276.619548,90.91091078,0.583644808,1864.205527
9,0.124983007,1.13969787,1.607272058,900.2471027,0.028045884,0.385714242,2042.426504,0.011601048,69.50032188,3.728004422,7.813527729,1.272677679,0.326464161,2746.176195,6696.189846,0.02356656,0.01070025,2.437650509,13.64584047,15.519638,3.988939271,0.317038152,12.38854342
5,3.584937246,0.031140812,438.7029662,224.4594352,0.015352093,0.953955391,264.6619834,0.084736382,2786.571607,1906.379596,0.088949468,0.550523273,0.018253907,32.63865124,4.972756722,3.086995917,0.025450447,0.941561609,23.82859872,702.1386984,14.96860674,7.035886956,8247.170048
15,625.433669,0.094245124,63.16727873,760.378386,946.6295407,0.053360157,6228.373184,12.88319217,570.2209665,7.761271985,0.195415721,0.218609046,0.040069134,5.25985873,197.4386526,898.0915576,4040.673982,0.613883662,2.092985474,6651.664738,106.2549378,0.013595419,1.42324564
7,0.07641861,0.051400088,0.012330809,53.26968143,0.018477543,0.107145914,0.636924887,657.5224643,9055.95629,171.8826996,189.3013869,0.026007301,0.045917194,267.2059049,8287.420856,4.22670102,63.11396762,73.00685886,110.5584675,1435.704721,195.9267132,13.59698859,871.2793939
3,0.069779036,0.30063184,0.122477562,3231.314407,34.66011421,0.085214799,172.2499193,0.128272754,45.54220504,28.49111728,0.053474596,0.077771826,0.018719141,162.0388393,187.7531455,31.65814473,0.037436132,0.638945032,762.0126298,1124.912505,6.481759632,0.138825737,5.363470169
11,11.03724392,0.107163287,75.16482715,856.7791496,353.6768237,0.02328652,9424.112589,0.32717276,1263.232953,2.976894185,26.79969765,0.729946681,0.171771052,68.69865852,822.9024112,0.326628273,1.06835982,0.087602004,0.211175226,35.42846126,19.82795991,0.131565822,0.800957045
3,175.5304478,1.254418671,1.324734451,1538.329502,0.07281642,0.072309376,3.207311188,0.115395237,616.791183,83.65483419,27.39348002,0.021563428,0.206856636,6982.473705,45.70295645,975.4320435,4.440179901,1.765051191,2.122966068,0.426871881,0.019344511,0.038422236,7.686200126
5,3.157826549,1.531630776,0.051075402,602.0540941,18.55697032,5.81340429,9163.367088,1.053851827,8022.588415,45.87460341,13.02786122,0.044455443,4802.768068,745.3562829,4314.30924,0.849796524,0.337402597,0.391495484,1.342066641,113.4851692,112.9808325,0.027649187,7.187481295
13,5138.503324,0.087205427,0.797294052,654.9760895,3.335870307,0.012829177,0.33763346,0.920957558,57.63164272,630.5612145,0.166523919,0.067194286,0.039818448,897.7801915,3500.817195,0.036702599,0.086884349,7450.181707,6342.299096,589.9503175,55.26137944,0.065519766,154.6855748
3,971.9851121,84.18314944,0.023225461,1098.452936,397.6818593,0.048793113,9966.195272,1.386783144,128.9314659,2.685437763,0.869986811,10.00307692,0.158163424,117.8028261,43.35485846,865.7552415,2.56735934,0.98733646,77.36377066,5.38216331,0.014398222,0.024910054,714.1065684
13,0.828283312,0.356985242,0.628999894,3980.016799,27.3576818,0.052340083,1245.209858,5.474280963,2389.493324,0.239899874,0.554997951,0.677195472,0.058952197,6581.801496,8353.896644,0.732358695,0.022081517,125.3475168,342.8912275,22.05511466,0.466784226,0.033321256,1891.82779
13,1612.434402,0.061558258,97.19889758,1223.116059,0.441926887,0.018623838,0.147529648,0.384200465,1360.818435,246.3402156,6.038297737,0.080669204,0.396884419,2605.924429,2684.84989,9.09274024,1.16326871,1071.660563,4588.376822,68.38022282,6.382789182,0.206943914,3752.949129
13,45.58228525,0.011416329,3963.398706,120.3838696,0.092139399,0.092831197,1975.135632,0.285677751,14.89033326,13.88879603,3.491683269,1.601920685,0.044443192,9549.398425,249.9764135,0.277008348,0.016863277,0.72689288,0.754348813,6.787290384,0.847090176,12.21059165,264.4015721
3,0.995915065,0.020550517,9.102624838,86.86268168,0.046730011,0.051168797,485.8625385,1.164434618,6399.962532,4.087163345,0.236013791,0.013505382,2.053649952,90.39426114,740.6412012,1084.001874,20.04139578,14.88396044,4230.97913,2589.892515,345.7424397,0.026044552,0.101246406
5,193.8717568,0.019073563,29.91120577,2832.457974,23.26334044,0.016432984,4314.315858,0.09193843,70.99313783,0.406702208,1.458944268,0.215442272,3.665108172,96.15843833,133.8661178,150.4749085,0.981967739,0.144422704,124.8981069,5.038372548,0.132239875,0.062373315,0.110443503
9,6978.824404,0.037262045,0.216999686,41.91890736,0.483466139,0.061108527,345.65949,0.053474532,5806.020628,6.481585046,1.215000914,2.145108271,0.037121855,52.33766235,229.7451759,672.2811255,0.80304158,0.221149481,694.0257598,57.64700163,2.96534074,3.539331955,528.9182682
7,327.1388853,2.59839929,0.33893386,2685.835081,0.041421093,0.705836331,0.139749543,0.131406597,7252.641255,1238.246556,0.684053857,3.800455266,0.013038586,8865.064688,430.1476832,7608.560014,0.256032563,1.055501662,2416.322701,70.1150494,0.345944121,78.80500234,5069.285429
11,0.154187947,0.526815949,6.254875649,7169.878522,11.40890845,6.660717323,1045.16673,1.113206251,2621.064894,218.7869121,8.463607201,0.098946691,1.318600118,147.8753425,2431.681548,4067.490124,7.063840381,0.209102761,276.9502423,6.543140593,0.027678714,14.08733182,375.5410501
11,4.80667958,0.302345135,285.0726077,2739.088044,0.022995846,3.88961189,77.34929429,14.51652843,2066.225665,16.50644586,0.561613314,0.31460358,0.014032856,21.34252577,2176.495587,1325.56161,66.2413237,2.279442475,239.2434985,1.451461923,0.083223636,5.358842529,578.4155755
5,864.1421596,0.195319449,2507.24731,534.9506164,65.24899046,4.567144596,2345.873872,0.023762417,24.51501132,1138.665627,0.237053081,0.083811939,0.154166703,3239.722146,2149.85252,3.918579301,2.598245454,0.018431702,0.017254347,69.28552568,9.275847736,11.72043484,12.42413471
9,1170.896958,0.082329118,0.03444635,11.74942571,0.553590741,0.011947481,1.444285154,0.010873641,31.13439468,1631.311404,5.989607986,0.590614178,0.11610481,2207.997707,56.59340668,4851.13405,0.031211452,0.024307797,96.83612471,1.950675288,0.970974551,1.061486768,3.508853489
1,60.89156378,246.6553381,0.728585191,6634.019923,178.0635227,0.011503844,0.72029574,7.443203842,425.666648,1359.887767,9.960506537,6.934341501,0.01739897,251.7811484,409.8156426,0.681753729,0.146369453,12.10259347,64.80224336,2.106114015,0.461537611,0.169289256,773.8916904
3,9186.305422,0.355176598,4188.623164,269.0920453,0.024521674,9014.784176,4484.966535,0.010051938,1526.473414,4420.161514,0.049521364,0.047259832,0.017594784,0.342803332,24.49586319,0.040322705,0.098589551,0.013788164,0.161493509,3.583671907,0.073424017,22.61598821,381.131184
15,355.3419727,0.010061085,12.9739236,5.323013108,0.129478366,0.68854727,1935.886268,3.354514289,9084.530396,20.979801,9.646028891,0.011632602,38.24031159,1294.19797,8942.055441,8.118840721,3.574060646,0.573861465,5.817847285,25.50096057,2.343581116,0.016602746,0.270482181
9,61.94408417,0.18948701,414.7160244,2462.388181,0.579713947,0.483600004,3639.822199,11.63209178,655.9825692,26.05362945,33.25506799,7.435402614,0.016928778,362.5848928,4350.942893,0.683585265,10.36676662,0.099747327,0.084835721,181.5074129,32.16087392,24.03940214,228.466253
7,12.11220972,0.169850848,0.186548178,2218.938366,5.780396935,0.021936553,94.74442215,1.825621526,1551.162078,437.0080955,7.491536556,0.098108581,0.019551911,6.693832641,609.4954294,0.189539377,51.00402515,0.043276162,0.030171925,1.693317361,0.408989713,0.048536111,0.349390959
15,7416.92065,0.042985296,0.748546723,4464.986329,98.21131331,0.012306556,443.7134088,0.032921995,1794.273858,0.152798811,1.102251965,0.07211535,0.286597536,18.08244066,1132.805442,38.00961318,0.124409128,3.672227038,6889.401573,485.2624675,27.0999148,0.037865542,25.16189421
3,0.057563075,0.010727402,0.214211725,8516.185547,13.17272455,1.968688283,1933.561338,0.067384709,4814.31218,8.175263192,11.77746521,0.33166674,0.015430204,4073.473097,5496.029249,15.04643897,0.053234533,0.072574814,5.86396037,2453.692091,496.7786641,0.018494437,13.09754411
9,0.25585667,0.202843397,0.365009878,357.795469,30.62117436,0.276509898,5394.49466,0.01239868,7098.365744,788.8898522,47.12848393,14.99485963,0.010828084,251.8791312,426.2613367,198.4681156,801.6978546,875.8971105,1535.44585,1.568549329,0.096298071,0.012447542,34.01027344
7,0.6790247,0.050062554,2812.251311,8793.867503,0.042944145,0.094710952,18.64050937,15.93101397,342.937185,6.335922259,4.364335859,3.426452287,0.010940045,12.18664397,462.0950319,1.715870715,2.115571017,0.017733818,0.172963776,4.707352474,0.788150372,2.603372419,36.92299471
9,0.040444923,0.39743707,0.166715166,726.6037807,0.117670851,199.4252086,6510.027914,0.166473251,7765.167428,52.03434267,0.691901053,1.011564272,0.044015779,18.2889634,528.8869283,15.07036574,44.80973534,11.7748433,24.82268223,3.380175393,0.056554511,3.051048914,64.5861904
3,939.321698,0.830263313,841.2400296,3270.713678,0.011078037,0.017591862,1.759628698,0.185000149,2527.8509,10.32856382,13.2609285,0.097174271,7.092873965,23.99832697,188.7470181,49.38445977,9.213273831,0.030197356,1.102356973,6.578077679,0.016713029,1.596614841,2.212845014
11,0.097489359,0.149403574,3.339534077,0.532385152,0.014786347,0.073848332,441.6502001,0.030596696,344.7989948,498.9138757,2.908413318,0.293563227,0.017649674,5662.054222,96.42375057,2.481266307,0.011747629,0.045749261,0.11790863,0.3086365,0.109013656,0.018002023,0.073234268
9,6577.516899,0.012938241,110.9538133,2.517361663,0.844229521,10.65254576,9234.465565,0.022785964,2475.443347,1409.726059,1.540315917,0.026251793,0.315386662,2147.380154,2953.447732,199.8388318,0.045688265,0.36449252,196.6002453,640.3639178,189.5844065,34.24430988,2818.430427
1,0.050271203,3.564779003,52.91308999,1701.90847,0.282751162,0.011064976,431.0517721,0.011346311,8913.823633,3894.23098,0.400005725,28.48225192,0.107035078,98.31729621,264.517267,312.117407,0.484620823,0.112369901,254.5610664,709.1507369,1.471810764,0.061168374,14.6812374
7,472.6887219,0.156508911,12.55304189,144.7142662,0.016252426,0.091599329,0.901811877,13.23402688,6556.455502,340.4894713,3.214130056,1.471057357,0.242024375,2679.828653,1321.947789,138.1277832,0.014754747,0.286422332,2232.01943,606.3087084,7.338876264,24.19739308,102.5363791
7,1.90773271,3.068710063,4.773543524,1165.834749,0.037911281,0.75458468,4171.469663,57.11014948,4386.119238,95.80328925,885.8783772,0.023186022,1.131854443,625.2718393,990.4509805,4794.58721,2016.844715,0.088778598,0.339343308,2.450983232,0.02076905,0.132997057,837.8974374
3,263.1376155,0.30940878,0.066550408,3543.390566,59.68344351,0.870107533,33.29615001,52.59178686,587.6571786,55.37316142,23.32992194,144.5036333,2.655667761,5890.688668,1520.455218,6.305977175,0.017685776,0.010276549,0.733261458,818.1440594,41.65537985,8.324300967,789.7678271
13,7286.253891,0.681266237,12.54865286,3957.374474,0.047329775,1.816543845,138.0201283,0.015913697,1540.949271,33.91698712,21.79935704,0.225316792,0.101684035,436.8820898,2081.92682,4389.136024,351.3161567,0.062007583,2.452298733,0.983278741,0.036457813,2.722317615,75.97931578
9,1988.596193,0.170507862,4260.698711,256.1823569,0.021964517,0.028850088,280.0695121,1.4477602,4561.562238,0.019964015,2.317424475,0.363882812,0.999607652,431.2472259,711.0126566,11.10003097,0.491935379,38.94258947,1732.007493,875.4122486,1.785407762,0.105344538,2532.217662
7,0.030021702,1.211014685,0.011788941,355.406947,0.030541501,9.877596803,1204.327124,0.10634349,5304.392045,310.7645789,90.024324,1.606063788,0.087312476,179.8096438,2719.782598,1995.825788,28.01572452,0.628752996,422.9218228,1.799538881,0.620910713,0.368307929,9541.832287
15,718.6735189,0.141266622,0.041751098,3486.487014,0.054110147,0.012419189,59.13546882,0.050041005,3.739165649,0.033543013,0.372194678,0.032609912,0.046298616,5587.516447,29.86370031,1611.274426,2.305324249,617.5274303,2265.650158,0.295366109,0.010808477,0.046314733,0.169343699
3,376.2548749,0.010376008,659.5328846,8739.069408,2.26603724,0.410110004,1318.698181,0.169675532,9785.31302,0.472273633,10.77280118,0.743346745,1.846952765,6.252561111,465.3195966,2186.682889,45.16071905,12.20165122,8752.260111,34.92996261,7.973518211,0.111930531,8193.360083
11,86.96447428,0.354563162,11.54617626,2634.395017,5.091835858,0.078694414,151.8419893,246.753574,6934.629834,0.263438923,0.745747752,0.081193013,0.06264113,11.34624084,3971.209778,31.10771902,17.32643844,0.135197285,0.619465346,0.665750792,0.041248488,0.072336746,3377.130693
7,6.413346457,0.272057153,0.013301484,2962.748623,22.74529137,0.082115903,22.48596258,5.12925666,6751.992076,92.98003762,0.787215115,0.064034123,0.165451509,4.988946168,3225.093698,3455.03354,89.15175672,2.881965822,1749.583119,3.172609714,0.060927681,0.057868287,742.5191109
5,879.5110828,3.733533114,0.086112445,2950.014601,0.264218871,0.018062955,2679.978619,4.471800416,8136.225603,33.29728078,26.93745921,0.043359172,0.011565795,937.4222854,171.8233096,7.653997451,0.326809002,2227.877799,5760.827007,45.42765688,19.88251797,0.027692764,9914.969042
3,9.536335475,0.334479282,0.58984893,22.65370233,0.057703904,0.060173287,29.6525525,0.04006933,867.1006925,522.5885225,1.187619765,5.876157321,0.118423203,517.8038413,29.33406998,13.54466926,0.013143459,21.2011695,1024.358919,353.6794074,23.91217828,0.103090661,0.90692437
13,1.675753565,0.117547084,0.014360723,6641.113653,0.052939946,49.5256661,630.9468871,0.73803401,6605.164051,2.928903804,805.9619376,0.010592284,123.1284004,5142.553472,9297.177357,92.41446201,0.545732196,0.013639223,2.149962764,267.3601318,0.137054039,7.374582152,1257.972583
9,83.19326535,0.086959728,0.229708217,6.80887166,0.505321184,1.773619974,2473.673223,0.269811011,1280.667621,34.69257914,1.704697238,11.89185428,32.37677337,13.76456067,215.6177836,15.40188363,0.027978547,0.722992768,3152.569644,2.761285766,0.685969245,0.012314601,0.156700695
9,494.0671606,0.041260559,0.054869495,22.35415379,0.034121024,0.015016447,514.3511559,0.019464333,629.8920792,285.7505969,0.242586122,0.46022764,0.088432797,379.5219352,317.8656118,614.1288204,0.064745267,0.337848157,2754.519622,1068.568312,89.44522411,1.031754948,16.21567014
15,33.83304305,0.609284968,2.695177697,21.75857687,0.045734003,0.029239811,60.19007995,4.905097663,6109.875675,583.5800245,1.133591375,0.025862681,1.109515868,3794.129939,8272.612774,0.039178399,0.010902205,7.663378306,11.11949463,39.33032468,11.60047681,0.185496602,0.996723576
3,74.870001,0.066282632,0.547746421,4566.704657,83.75724479,0.03356543,32.22077655,0.010641283,91.36226116,6.982603555,0.70811179,0.011673742,0.011448463,9150.109252,7706.858474,3.983973957,2.289875065,0.01950267,0.017435134,26.52322506,0.712371705,0.216305919,2186.08298
15,60.58943521,0.223209812,0.826513475,418.3634066,0.301536787,0.015356341,5267.298873,0.089142049,4579.346435,10.19170922,0.696087549,0.635339111,2.848391952,33.4517647,1.824888054,5757.73085,0.350183908,0.045297625,37.93770763,2.021017337,0.388871625,0.019517676,0.296408262
1,0.019501992,283.0207938,0.134752622,277.4650184,3.984591556,0.016183946,739.4258646,0.139756867,167.2464446,111.1344777,1.25413646,7.906142736,0.056102068,12.70679825,119.3831884,37.17264104,8.110752299,123.6873038,5084.456319,4.053120123,0.132350383,26.49036721,52.92678768
13,9096.481428,0.091422583,6137.466142,145.5144592,0.180357486,0.018596771,45.83785318,0.076302888,9700.494253,65.43943646,0.035564866,0.167478805,0.017711845,9.32530539,1110.865157,825.5613377,3054.817325,0.922183377,4.913282458,7.011178386,0.038040637,0.03421139,1.677577573
3,1507.177659,0.138932989,8868.709525,9443.810612,0.418538772,0.087794482,12.22389045,0.08340206,1474.583674,9604.483541,0.615638435,0.767669614,10.59310249,3632.206274,209.4380864,611.6466222,3.040917505,0.022697728,0.344938435,3.195653437,0.019250885,0.027755823,0.12385415
11,0.132213759,0.08972662,14.39460616,2955.948729,0.012972234,142.9945753,831.2459492,0.081091261,134.094935,37.04872668,1.511506089,0.179617891,0.020816747,684.4323431,1875.621486,382.0406023,6.130953861,63.07512153,5557.435627,1219.874164,78.27399551,1.130611493,5575.140834
15,6169.154921,0.927420286,0.871788922,2908.095739,139.7412584,0.080931886,697.4635001,0.962872428,6742.509243,2922.28848,2.421684941,0.038004061,0.062694597,7351.781187,8166.152687,1099.721517,388.4326243,17.11539324,449.5301031,20.14737467,0.018523074,0.225980462,3.914202236
13,2037.184162,0.066640211,0.836966268,44.3051424,0.05078247,8.855935846,2832.507161,1.029036686,6.698530215,160.6397082,1.426691014,0.29446789,0.023076862,59.77926599,1983.418433,8.737406146,527.2665967,0.160613504,0.108087426,3008.703736,906.8988629,0.049879354,5.76365724
5,62.83213529,6.017267649,0.016762615,5251.643548,0.11471814,114.3232893,8845.798952,0.014046565,39.6558227,50.56593935,2.022645165,1.047022561,0.13684802,1487.247044,430.2064451,0.035467047,0.043271523,752.3652814,1071.913909,10.78012148,0.044460608,0.034562241,18.55733295
9,1236.655498,0.019053084,5.122790496,54.4997407,0.14258466,0.578361013,3501.701394,0.012360675,849.5130205,0.122103248,1.059024771,0.021600581,0.062214086,967.6186444,741.318265,861.2463761,106.5480604,2.944356118,14.18199085,4.890982255,0.059122108,5.011469943,17.21983943
9,3877.010538,0.038843201,0.590722639,77.36142834,0.022926405,5.952189605,7932.460696,0.998124304,1668.688752,66.32418566,0.328254569,0.03851529,0.069407755,557.2008365,383.0284748,0.493415226,0.127077146,64.16881145,106.8507671,40.05517523,1.181702159,0.355959621,0.847520774
15,233.0288441,1.234582328,36.17171198,1.815696563,0.287682092,0.956669806,5523.952941,0.039214794,342.6998417,41.67393338,2.19724759,46.00570452,5.308409363,151.1389685,2952.681008,0.013335478,0.16503439,75.14401664,138.5446827,324.724671,53.0562919,0.10432498,0.28203728
7,864.6098152,0.302739367,9.377115025,1351.014267,0.042286876,1.300755351,0.012936948,2.235744633,4106.600266,656.989246,22.51815642,0.722944515,0.028555651,292.5306407,3582.716635,2251.563416,415.2817663,0.866552255,8.916031678,0.588887334,0.246019795,0.011166941,2.338758431
9,229.2642289,1.211527208,27.56346425,2100.997326,2.608555947,0.117021283,27.78533058,2.9212856,6254.330035,8789.237015,0.07552441,0.090149469,0.01760363,1277.503792,124.2675359,2.701111351,0.029647514,4410.584016,7491.812986,5231.543,81.3769538,0.011748961,12.17312011
7,497.5458397,0.056959459,1.415479448,325.9045163,0.651107669,0.725903717,14.57904926,0.053947664,3419.020941,8993.736362,0.226521236,3.832274683,0.015010341,634.5302631,22.52822758,5704.438599,63.92503805,0.048051048,0.150318881,19.89180794,0.344191183,0.039578341,722.6134188
5,139.4749209,1.554968544,1.018448302,1132.535014,0.240277423,0.259152378,4578.181319,0.270540586,1194.223572,1.416078208,82.57561786,0.017183029,3.610551922,171.430565,1762.958256,2.053539208,13.1998499,183.4960473,251.0375461,4.448800632,0.383866246,0.099769842,2.45582444
5,164.0936474,0.043216426,0.052814505,2825.0015,13.08750849,0.264395723,3426.495013,0.901618196,6333.533044,29.0842701,9.95352167,2.480828196,0.24390644,8492.146629,200.9674541,0.327380134,0.015132192,16.67055114,15.21830025,159.8525046,12.82164565,65.07605524,279.5954933
5,3.998078842,0.023662008,0.95538326,4687.844123,1.688283643,0.986587372,52.98054895,2.205627428,2529.398343,284.630123,65.07815106,21.78765451,0.326639597,934.7577032,1348.055571,3.930043113,0.95603258,4.811746338,160.7445412,553.8989694,15.66067866,0.071826229,2.968773858
5,6018.466441,0.05856216,210.6192029,50.13844641,0.011204632,0.208203257,2254.891579,0.169393091,9560.015371,5.877111065,0.243897611,9.766058156,0.019264466,1053.017601,594.2406161,0.435970677,0.035825707,815.7506914,6494.005276,70.9047762,0.143046009,0.184906765,2420.907224
15,0.057756717,0.036719924,153.9971742,977.8056755,0.260287245,0.014990788,62.03965596,1.177691442,1146.255941,270.694273,16.80847727,4.579703614,26.53165958,61.919628,700.2863659,12.1298976,1.468144611,0.680568495,38.2637966,6.301646019,0.266017316,0.068492964,1.1169849
5,1.975684952,0.702184091,58.48526399,8.433033225,0.719815452,0.057073306,2744.558593,0.237386699,5038.290011,330.7909187,37.7860226,0.033668508,0.383770401,612.1844589,1038.778202,0.067111793,0.08741809,109.5724632,693.1857819,759.6309426,27.54919765,0.22802634,29.23255671
7,4886.183625,0.614503179,21.21325123,0.285636389,0.629019761,0.024228704,936.2859017,0.53130678,26.31745148,157.6659015,0.196524507,0.043010056,0.170690665,8352.741103,1276.792121,33.43892468,1.513968727,1.247505039,9.241961973,1.293177293,0.05743946,0.014064121,0.021730763
5,37.63703036,4.554942966,1.619371817,2861.041619,0.443696815,0.15007224,698.0854459,0.051069522,94.07270505,74.11304582,0.795585197,0.011701894,0.031147921,268.2850775,100.9993306,790.4323298,6.58227391,0.136111927,58.56958956,22.58443243,0.054002001,0.345011724,0.461638945
11,9809.336381,0.715315078,1584.573735,3745.087092,0.123946301,0.053064971,75.85600297,0.308332883,6800.433032,52.4852966,1.24688439,0.011395748,0.469967404,12.35228449,291.6043731,2.703738382,0.203983955,0.621598341,70.11081481,536.4549312,20.1310354,0.016916634,13.55986611
15,572.7270606,0.36377289,2.583399109,6926.430771,0.018479883,0.797025837,11.31351407,0.541290613,44.95724745,15.10580802,0.106296438,0.018417877,0.011328457,0.284982999,301.3612826,24.81492578,0.505257682,1.799124809,3122.10801,97.75705811,36.85294887,0.013518928,2.733756588
1,14.46878976,39.64286884,0.690260797,352.5097878,0.016235965,0.013297754,25.95825868,0.134887148,955.5032969,0.223704693,0.660896059,36.31922399,0.016774139,631.6536964,8751.501552,0.634800991,0.021004692,0.162386532,43.64821989,3.666375393,0.031426131,6141.392773,9435.028567
11,97.49290369,0.062399574,15.79784182,337.4950589,0.010821092,0.115820747,140.38311,0.061791827,398.8435399,0.246808435,79.43747343,0.447851982,0.182132655,2695.137828,8679.359754,212.1382412,0.270217977,0.024021916,116.070289,1651.395808,300.9055227,9.784399252,8273.921397
3,28.97824887,0.011244974,48.77862217,1.036637452,0.02706056,0.010475167,3693.340501,4.150401634,5111.154891,0.251260759,14.53753786,0.755333515,14.74802453,580.1826739,4457.609722,0.1023382,0.028888515,0.045384471,2.247540509,65.98447314,8.111950056,0.119330233,0.826386393
5,0.913429458,0.397270477,1.060979658,0.063853189,0.015708179,0.030789012,706.4092444,0.329066782,6943.360346,492.8041662,0.737030662,0.058995316,0.06248475,138.5091233,1458.814216,174.6513181,6.912427036,21.28137916,1160.198201,0.555067345,0.014192666,0.52880171,1406.396093
11,2078.022795,0.024275999,0.013162591,4380.417266,0.849722303,11.15648809,193.4131663,0.013401699,4497.072548,80.82806586,12.09656237,0.543469079,679.7672184,10.45041501,3328.022037,61.18212234,1292.892064,3057.858827,5075.920947,2.348064426,0.492831489,0.017709754,1.21311598
9,869.462194,0.310236538,1.416077821,5467.82189,0.032108141,0.030457123,308.1333171,20.37664602,5078.252306,113.5951812,2.843744025,4.224830151,0.016213307,781.9045153,1016.943774,65.11253955,5.598408021,0.027449596,0.328084432,36.43971215,1.39099131,1.324724597,1753.79785
